web-scraper-order,web-scraper-start-url,text_raw,price_raw,model_raw,type_year_km_transmission_fuel
1705078226-486,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=51","BMW 530 530d xDrive 48V Touring Pure M Sport SteptronicCHF 61'900ab CHF 991 / Monat5 / 6Occasion12.202228.500 kmAutomatElektro/Diesel8157 (ZH)PreisCHF 61'900Finanzierungab CHF 991 / Monat5 / 6Anfragen MerkenDetails","CHF 61'900","530d xDrive 48V Touring Pure M Sport Steptronic","Occasion12.202228.500 kmAutomatElektro/Diesel8157 (ZH)"
1705078226-487,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=51","BMW i3 i3s (120Ah) Fleet EditionCHF 26'900ab CHF 431 / Monat5 / 6Occasion01.202041.000 kmAutomatElektro8833 (ZH)PreisCHF 26'900Finanzierungab CHF 431 / Monat5 / 6Anfragen MerkenDetails","CHF 26'900","i3s (120Ah) Fleet Edition","Occasion01.202041.000 kmAutomatElektro8833 (ZH)"
1705078226-488,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=51","BMW X3 X3 xDrive M40i SteptronicCHF 52'900ab CHF 847 / Monat5 / 6Occasion08.202039.000 kmAutomatBenzin8833 (ZH)PreisCHF 52'900Finanzierungab CHF 847 / Monat5 / 6Anfragen MerkenDetails","CHF 52'900","X3 xDrive M40i Steptronic","Occasion08.202039.000 kmAutomatBenzin8833 (ZH)"
1705078226-489,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=51","BMW X1 X1 xDrive 25i M Sport SteptronicCHF 40'450ab CHF 648 / Monat4 / 6Occasion04.201943.500 kmAutomatBenzin1950 (VS)PreisCHF 40'450Finanzierungab CHF 648 / Monat4 / 6Anfragen MerkenDetails","CHF 40'450","X1 xDrive 25i M Sport Steptronic","Occasion04.201943.500 kmAutomatBenzin1950 (VS)"
1705078226-490,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=51","BMW 330 330d xDrive Touring SteptronicCHF 27'900ab CHF 447 / Monat2.5 / 6Occasion10.2015139.980 kmAutomatDiesel6410 (SZ)PreisCHF 27'900Finanzierungab CHF 447 / Monat2.5 / 6Anfragen MerkenDetails","CHF 27'900","330d xDrive Touring Steptronic","Occasion10.2015139.980 kmAutomatDiesel6410 (SZ)"
1705078232-491,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=50","BMW M340 M340i xDriveTouring Steptronic M SportCHF 54'900ab CHF 879 / Monat4 / 6Occasion04.202043.000 kmAutomat sequentiellBenzin6210 (LU)PreisCHF 54'900Finanzierungab CHF 879 / Monat4 / 6Anfragen MerkenDetails","CHF 54'900","M340i xDriveTouring Steptronic M Sport","Occasion04.202043.000 kmAutomat sequentiellBenzin6210 (LU)"
1705078232-492,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=50","BMW 328 328i Touring Sport Line SteptronicCHF 11'900ab CHF 191 / Monat5 / 6Occasion12.2012140.300 kmAutomatBenzin6026 (LU)PreisCHF 11'900Finanzierungab CHF 191 / Monat5 / 6Anfragen MerkenDetails","CHF 11'900","328i Touring Sport Line Steptronic","Occasion12.2012140.300 kmAutomatBenzin6026 (LU)"
1705078232-493,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=50","BMW 330 330i Touring xDrive Pure M Sport SteptronicCHF 48'900ab CHF 783 / Monat5 / 6Occasion06.202234.000 kmAutomatBenzin4542 (SO)PreisCHF 48'900Finanzierungab CHF 783 / Monat5 / 6Anfragen MerkenDetails","CHF 48'900","330i Touring xDrive Pure M Sport Steptronic","Occasion06.202234.000 kmAutomatBenzin4542 (SO)"
1705078232-494,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=50","BMW X5 X5 xDrive 30d SteptronicCHF 14'000ab CHF 224 / Monat4.5 / 6Occasion08.2011240.000 kmAutomatDiesel8047 (ZH)PreisCHF 14'000Finanzierungab CHF 224 / Monat4.5 / 6Anfragen MerkenDetails","CHF 14'000","X5 xDrive 30d Steptronic","Occasion08.2011240.000 kmAutomatDiesel8047 (ZH)"
1705078232-495,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=50","BMW X3 X3 xDrive 35i xLine SteptronicCHF 28'900ab CHF 463 / Monat5 / 6Occasion10.201675.000 kmAutomatBenzin8134 (ZH)PreisCHF 28'900Finanzierungab CHF 463 / Monat5 / 6Anfragen MerkenDetails","CHF 28'900","X3 xDrive 35i xLine Steptronic","Occasion10.201675.000 kmAutomatBenzin8134 (ZH)"
1705078232-496,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=50","BMW M8 M8 xDrive Steptronic M CompetitionCHF 99'890ab CHF 1'599 / Monat5 / 6Occasion07.201956.500 kmAutomatBenzin9535 (TG)PreisCHF 99'890Finanzierungab CHF 1'599 / Monat5 / 6Anfragen MerkenDetails","CHF 99'890","M8 xDrive Steptronic M Competition","Occasion07.201956.500 kmAutomatBenzin9535 (TG)"
1705078232-497,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=50","BMW X3 X3 xDrive 30i M Sport SteptronicCHF 51'800ab CHF 829 / Monat4 / 6Occasion04.202052.800 kmAutomatBenzin7000 (GR)PreisCHF 51'800Finanzierungab CHF 829 / Monat4 / 6Anfragen MerkenDetails","CHF 51'800","X3 xDrive 30i M Sport Steptronic","Occasion04.202052.800 kmAutomatBenzin7000 (GR)"
1705078232-498,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=50","BMW X1 X1 xDrive 20i SteptronicCHF 37'800ab CHF 605 / Monat4 / 6Occasion11.202051.000 kmAutomatBenzin7000 (GR)PreisCHF 37'800Finanzierungab CHF 605 / Monat4 / 6Anfragen MerkenDetails","CHF 37'800","X1 xDrive 20i Steptronic","Occasion11.202051.000 kmAutomatBenzin7000 (GR)"
1705078232-499,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=50","BMW iX iX xDrive50CHF 78'900ab CHF 1'263 / Monat5 / 6Occasion10.202213.000 kmAutomatElektro8953 (ZH)PreisCHF 78'900Finanzierungab CHF 1'263 / Monat5 / 6Anfragen MerkenDetails","CHF 78'900","iX xDrive50","Occasion10.202213.000 kmAutomatElektro8953 (ZH)"
1705078232-500,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=50","BMW iX iX xDrive40CHF 78'900ab CHF 1'263 / Monat4.5 / 6Occasion12.202210.000 kmAutomatElektro8953 (ZH)PreisCHF 78'900Finanzierungab CHF 1'263 / Monat4.5 / 6Anfragen MerkenDetails","CHF 78'900","iX xDrive40","Occasion12.202210.000 kmAutomatElektro8953 (ZH)"
1705078239-501,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49","BMW M2 M2 CSCHF 77'980ab CHF 1'248 / Monat4.5 / 6Occasion02.202140.000 kmAutomatBenzin8800 (ZH)PreisCHF 77'980Finanzierungab CHF 1'248 / Monat4.5 / 6Anfragen MerkenDetails","CHF 77'980","M2 CS","Occasion02.202140.000 kmAutomatBenzin8800 (ZH)"
1705078239-502,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49","BMW 218 Gran Tourer 218d xDrive Gran Tourer SteptronicCHF 18'900ab CHF 303 / Monat5 / 6Occasion07.2020106.000 kmAutomatDiesel5012 (SO)PreisCHF 18'900Finanzierungab CHF 303 / Monat5 / 6Anfragen MerkenDetails","CHF 18'900","218d xDrive Gran Tourer Steptronic","Occasion07.2020106.000 kmAutomatDiesel5012 (SO)"
1705078239-503,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49","BMW X3 X3 xDrive M SteptronicCHF 64'890ab CHF 1'039 / Monat5 / 6Occasion04.202141.650 kmAutomatBenzin9501 (SG)PreisCHF 64'890Finanzierungab CHF 1'039 / Monat5 / 6 MerkenDetails","CHF 64'890","X3 xDrive M Steptronic","Occasion04.202141.650 kmAutomatBenzin9501 (SG)"
1705078239-504,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49","BMW X6 X6 xDrive 35d SteptronicCHF 13'600ab CHF 218 / Monat4.5 / 6Occasion08.2009229.900 kmAutomatDiesel8330 (ZH)PreisCHF 13'600Finanzierungab CHF 218 / Monat4.5 / 6Anfragen MerkenDetails","CHF 13'600","X6 xDrive 35d Steptronic","Occasion08.2009229.900 kmAutomatDiesel8330 (ZH)"
1705078239-505,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49","BMW X5 X5 xDrive 30d (3.0d) SteptronicCHF 16'500ab CHF 264 / Monat4 / 6Occasion12.2007186.000 kmAutomatDiesel3216 (FR)PreisCHF 16'500Finanzierungab CHF 264 / Monat4 / 6Anfragen MerkenDetails","CHF 16'500","X5 xDrive 30d (3.0d) Steptronic","Occasion12.2007186.000 kmAutomatDiesel3216 (FR)"
1705078239-506,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49","BMW 320 320d AccessPlus SteptronicCHF 5'299ab CHF 85 / Monat5.5 / 6Occasion09.2009260.000 kmAutomatDiesel8304 (ZH)PreisCHF 5'299Finanzierungab CHF 85 / Monat5.5 / 6Anfragen MerkenDetails","CHF 5'299","320d AccessPlus Steptronic","Occasion09.2009260.000 kmAutomatDiesel8304 (ZH)"
1705078239-507,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49","BMW 220 Active Tourer 220d xDrive Active Tourer Steptronic M SportCHF 31'900ab CHF 511 / Monat5 / 6Occasion08.202113.200 kmAutomatDiesel4665 (AG)PreisCHF 31'900Finanzierungab CHF 511 / Monat5 / 6Anfragen MerkenDetails","CHF 31'900","220d xDrive Active Tourer Steptronic M Sport","Occasion08.202113.200 kmAutomatDiesel4665 (AG)"
1705078239-508,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49","BMW 320 320dCHF 2'5005 / 6Occasion06.2004328.000 kmManuellDiesel2042 (NE)PreisCHF 2'5005 / 6Anfragen MerkenDetails","CHF 2'500","320d","Occasion06.2004328.000 kmManuellDiesel2042 (NE)"
1705078239-509,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49","BMW M550 M550i xDrive M Sport Pro SteptronicCHF 89'900ab CHF 1'439 / Monat5 / 6Occasion06.20232.200 kmAutomatBenzin4665 (AG)PreisCHF 89'900Finanzierungab CHF 1'439 / Monat5 / 6Anfragen MerkenDetails","CHF 89'900","M550i xDrive M Sport Pro Steptronic","Occasion06.20232.200 kmAutomatBenzin4665 (AG)"
1705078239-510,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49","BMW 525 525d Touring xDrive SteptronicCHF 16'900ab CHF 271 / Monat5 / 6Occasion11.2016159.000 kmAutomatDiesel2540 (SO)PreisCHF 16'900Finanzierungab CHF 271 / Monat5 / 6Anfragen MerkenDetails","CHF 16'900","525d Touring xDrive Steptronic","Occasion11.2016159.000 kmAutomatDiesel2540 (SO)"
1705078246-511,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48","BMW M240 M240i xDrive SteptronicCHF 37'900ab CHF 607 / Monat5 / 6Occasion12.201947.000 kmAutomatBenzin8532 (TG)PreisCHF 37'900Finanzierungab CHF 607 / Monat5 / 6Anfragen MerkenDetails","CHF 37'900","M240i xDrive Steptronic","Occasion12.201947.000 kmAutomatBenzin8532 (TG)"
1705078246-512,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48","BMW 535 535i xDrive SteptronicCHF 14'900ab CHF 239 / Monat4.5 / 6Occasion04.2011207.000 kmAutomatBenzin6962 (TI)PreisCHF 14'900Finanzierungab CHF 239 / Monat4.5 / 6Anfragen MerkenDetails","CHF 14'900","535i xDrive Steptronic","Occasion04.2011207.000 kmAutomatBenzin6962 (TI)"
1705078246-513,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48","BMW 335 335i xDrive CoupéCHF 17'550ab CHF 281 / Monat4.5 / 6Occasion04.2010131.000 kmManuellBenzin8610 (ZH)PreisCHF 17'550Finanzierungab CHF 281 / Monat4.5 / 6Anfragen MerkenDetails","CHF 17'550","335i xDrive Coupé","Occasion04.2010131.000 kmManuellBenzin8610 (ZH)"
1705078246-514,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48","BMW M240 M240i xDrive SteptronicCHF 59'900ab CHF 959 / Monat4 / 6Occasion05.202234.400 kmAutomatBenzin8953 (ZH)PreisCHF 59'900Finanzierungab CHF 959 / Monat4 / 6Anfragen MerkenDetails","CHF 59'900","M240i xDrive Steptronic","Occasion05.202234.400 kmAutomatBenzin8953 (ZH)"
1705078246-515,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48","BMW 120 120i CabrioCHF 8'900ab CHF 143 / Monat5.5 / 6Occasion02.2010115.000 kmAutomatBenzin6403 (SZ)PreisCHF 8'900Finanzierungab CHF 143 / Monat5.5 / 6Anfragen MerkenDetails","CHF 8'900","120i Cabrio","Occasion02.2010115.000 kmAutomatBenzin6403 (SZ)"
1705078246-516,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48","BMW i8 i8 CoupéCHF 59'900ab CHF 959 / Monat5 / 6Occasion12.201464.900 kmAutomat sequentiellBenzin/Elektro8105 (ZH)PreisCHF 59'900Finanzierungab CHF 959 / Monat5 / 6Anfragen MerkenDetails","CHF 59'900","i8 Coupé","Occasion12.201464.900 kmAutomat sequentiellBenzin/Elektro8105 (ZH)"
1705078246-517,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48","BMW X5 X5 xDrive M50d SteptronicCHF 39'900ab CHF 639 / Monat5 / 6Occasion11.201697.500 kmAutomatDiesel6207 (LU)PreisCHF 39'900Finanzierungab CHF 639 / Monat5 / 6Anfragen MerkenDetails","CHF 39'900","X5 xDrive M50d Steptronic","Occasion11.201697.500 kmAutomatDiesel6207 (LU)"
1705078246-518,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48","BMW M340 M340i xDriveTouring Steptronic M SportCHF 51'900ab CHF 831 / Monat4.5 / 6Occasion08.202050.000 kmAutomatBenzin7000 (GR)PreisCHF 51'900Finanzierungab CHF 831 / Monat4.5 / 6Anfragen MerkenDetails","CHF 51'900","M340i xDriveTouring Steptronic M Sport","Occasion08.202050.000 kmAutomatBenzin7000 (GR)"
1705078246-519,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48","BMW X3 X3 M40i IndividualCHF 97'000ab CHF 1'553 / MonatNeuwagen10 kmAutomat sequentiellBenzin9016 (SG)PreisCHF 97'000Finanzierungab CHF 1'553 / MonatAnfragen MerkenDetails","CHF 97'000","X3 M40i Individual","Neuwagen10 kmAutomat sequentiellBenzin9016 (SG)"
1705078246-520,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48","BMW 530 530e xDrive M Sport SteptronicCHF 59'999ab CHF 961 / Monat5 / 6Occasion04.202315.800 kmAutomatBenzin/Elektro4147 (BL)PreisCHF 59'999Finanzierungab CHF 961 / Monat5 / 6Anfragen MerkenDetails","CHF 59'999","530e xDrive M Sport Steptronic","Occasion04.202315.800 kmAutomatBenzin/Elektro4147 (BL)"
1705078251-521,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47","BMW M240 M240i xDrive SteptronicCHF 27'900ab CHF 447 / Monat5 / 6Occasion12.201774.000 kmAutomatBenzin2540 (SO)PreisCHF 27'900Finanzierungab CHF 447 / Monat5 / 6Anfragen MerkenDetails","CHF 27'900","M240i xDrive Steptronic","Occasion12.201774.000 kmAutomatBenzin2540 (SO)"
1705078251-522,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47","BMW 223 223i Active Tourer xDrive DKGCHF 64'500ab CHF 1'033 / MonatNeuwagen10 kmAutomatisiertes SchaltgetriebeBenzin/Elektro9016 (SG)PreisCHF 64'500Finanzierungab CHF 1'033 / MonatAnfragen MerkenDetails","CHF 64'500","223i Active Tourer xDrive DKG","Neuwagen10 kmAutomatisiertes SchaltgetriebeBenzin/Elektro9016 (SG)"
1705078251-523,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47","BMW iX iX xDrive50CHF 119'000ab CHF 1'905 / MonatNeuwagen10 kmDirektantrieb, kein GetriebeElektro9016 (SG)PreisCHF 119'000Finanzierungab CHF 1'905 / MonatAnfragen MerkenDetails","CHF 119'000","iX xDrive50","Neuwagen10 kmDirektantrieb, kein GetriebeElektro9016 (SG)"
1705078251-524,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47","BMW M2 M2 SteptronicCHF 89'800ab CHF 1'438 / MonatNeuwagen10 kmAutomat sequentiellBenzin9016 (SG)PreisCHF 89'800Finanzierungab CHF 1'438 / MonatAnfragen MerkenDetails","CHF 89'800","M2 Steptronic","Neuwagen10 kmAutomat sequentiellBenzin9016 (SG)"
1705078251-525,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47","BMW 218 Gran Tourer 218d xDrive Gran Tourer SteptronicCHF 22'499ab CHF 360 / Monat5 / 6Occasion11.202062.500 kmAutomatDiesel4147 (BL)PreisCHF 22'499Finanzierungab CHF 360 / Monat5 / 6Anfragen MerkenDetails","CHF 22'499","218d xDrive Gran Tourer Steptronic","Occasion11.202062.500 kmAutomatDiesel4147 (BL)"
1705078251-526,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47","BMW 116 116i SteptronicCHF 17'900ab CHF 287 / Monat5 / 6Occasion01.201318.000 kmAutomatBenzin8105 (ZH)PreisCHF 17'900Finanzierungab CHF 287 / Monat5 / 6Anfragen MerkenDetails","CHF 17'900","116i Steptronic","Occasion01.201318.000 kmAutomatBenzin8105 (ZH)"
1705078251-527,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47","BMW X1 X1 xDrive 18d SteptronicCHF 18'500ab CHF 296 / Monat5 / 6Occasion02.2019115.000 kmAutomatDiesel2540 (SO)PreisCHF 18'500Finanzierungab CHF 296 / Monat5 / 6Anfragen MerkenDetails","CHF 18'500","X1 xDrive 18d Steptronic","Occasion02.2019115.000 kmAutomatDiesel2540 (SO)"
1705078251-528,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47","BMW 420 420d Gran Coupé SteptronicCHF 19'900ab CHF 319 / Monat4.5 / 6Occasion03.2015113.300 kmAutomatDiesel6814 (TI)PreisCHF 19'900Finanzierungab CHF 319 / Monat4.5 / 6Anfragen MerkenDetails","CHF 19'900","420d Gran Coupé Steptronic","Occasion03.2015113.300 kmAutomatDiesel6814 (TI)"
1705078251-529,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47","BMW 116 116iCHF 3'8006 / 6Occasion05.2010167.000 kmManuellBenzin4562 (SO)PreisCHF 3'8006 / 6Anfragen MerkenDetails","CHF 3'800","116i","Occasion05.2010167.000 kmManuellBenzin4562 (SO)"
1705078251-530,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47","BMW X5 X5 xDrive 40e iPerformance SteptronicCHF 33'900ab CHF 543 / Monat4.5 / 6Occasion01.201699.860 kmAutomatBenzin/Elektro4132 (BL)PreisCHF 33'900Finanzierungab CHF 543 / Monat4.5 / 6Anfragen MerkenDetails","CHF 33'900","X5 xDrive 40e iPerformance Steptronic","Occasion01.201699.860 kmAutomatBenzin/Elektro4132 (BL)"
1705078257-531,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46","BMW 225 Active Tourer 225e xDrive Active TourerCHF 60'500ab CHF 969 / Monat3.5 / 6Occasion12.20232.000 kmAutomatBenzin/Elektro9443 (SG)PreisCHF 60'500Finanzierungab CHF 969 / Monat3.5 / 6Anfragen MerkenDetails","CHF 60'500","225e xDrive Active Tourer","Occasion12.20232.000 kmAutomatBenzin/Elektro9443 (SG)"
1705078257-532,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46","BMW 218 Gran Tourer 218d xDrive Gran Tourer SteptronicCHF 24'900ab CHF 399 / Monat5 / 6Occasion06.202049.600 kmAutomatDiesel4132 (BL)PreisCHF 24'900Finanzierungab CHF 399 / Monat5 / 6Anfragen MerkenDetails","CHF 24'900","218d xDrive Gran Tourer Steptronic","Occasion06.202049.600 kmAutomatDiesel4132 (BL)"
1705078257-533,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46","BMW 223 223i Active Tourer xDrive M Sport DKGCHF 58'300ab CHF 933 / MonatNeuwagen10 kmAutomatBenzin/Elektro9443 (SG)PreisCHF 58'300Finanzierungab CHF 933 / MonatAnfragen MerkenDetails","CHF 58'300","223i Active Tourer xDrive M Sport DKG","Neuwagen10 kmAutomatBenzin/Elektro9443 (SG)"
1705078257-534,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46","BMW X3 X3 xDrive 48V M40d Travel SteptronicCHF 98'900ab CHF 1'583 / MonatNeuwagen10 kmAutomatElektro/Diesel8706 (ZH)PreisCHF 98'900Finanzierungab CHF 1'583 / MonatAnfragen MerkenDetails","CHF 98'900","X3 xDrive 48V M40d Travel Steptronic","Neuwagen10 kmAutomatElektro/Diesel8706 (ZH)"
1705078257-535,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46","BMW M440 M440i xDrive 48V Cabriolet SteptronicCHF 61'900ab CHF 991 / Monat4.5 / 6Occasion10.202136.500 kmAutomatBenzin/Elektro6208 (LU)PreisCHF 61'900Finanzierungab CHF 991 / Monat4.5 / 6Anfragen MerkenDetails","CHF 61'900","M440i xDrive 48V Cabriolet Steptronic","Occasion10.202136.500 kmAutomatBenzin/Elektro6208 (LU)"
1705078257-536,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46","BMW X3 X3 xDrive 20i xLine SteptronicCHF 38'900ab CHF 623 / Monat5 / 6Occasion10.201932.000 kmAutomatBenzin8953 (ZH)PreisCHF 38'900Finanzierungab CHF 623 / Monat5 / 6Anfragen MerkenDetails","CHF 38'900","X3 xDrive 20i xLine Steptronic","Occasion10.201932.000 kmAutomatBenzin8953 (ZH)"
1705078257-537,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46","BMW 740 740d xDrive SteptronicCHF 61'900ab CHF 991 / Monat5 / 6Occasion04.201743.372 kmAutomatDiesel6963 (TI)PreisCHF 61'900Finanzierungab CHF 991 / Monat5 / 6Anfragen MerkenDetails","CHF 61'900","740d xDrive Steptronic","Occasion04.201743.372 kmAutomatDiesel6963 (TI)"
1705078257-538,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46","BMW X5 X5 xDrive 48V 40d M Sport SteptronicCHF 64'900ab CHF 1'039 / Monat5 / 6Occasion05.202145.600 kmAutomatElektro/Diesel4132 (BL)PreisCHF 64'900Finanzierungab CHF 1'039 / Monat5 / 6Anfragen MerkenDetails","CHF 64'900","X5 xDrive 48V 40d M Sport Steptronic","Occasion05.202145.600 kmAutomatElektro/Diesel4132 (BL)"
1705078257-539,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46","BMW X5 X5 xDrive45e M Sport SteptronicCHF 82'900ab CHF 1'327 / Monat4.5 / 6Occasion12.202119.000 kmAutomatBenzin/Elektro5644 (AG)PreisCHF 82'900Finanzierungab CHF 1'327 / Monat4.5 / 6Anfragen MerkenDetails","CHF 82'900","X5 xDrive45e M Sport Steptronic","Occasion12.202119.000 kmAutomatBenzin/Elektro5644 (AG)"
1705078257-540,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46","BMW X5 X5 xDrive 25d SteptronicCHF 24'900ab CHF 399 / Monat5 / 6Occasion11.2017119.000 kmAutomatDiesel1033 (VD)PreisCHF 24'900Finanzierungab CHF 399 / Monat5 / 6Anfragen MerkenDetails","CHF 24'900","X5 xDrive 25d Steptronic","Occasion11.2017119.000 kmAutomatDiesel1033 (VD)"
1705078263-541,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45","BMW 118 118iCHF 53'900ab CHF 863 / MonatNeuwagen10 kmManuellBenzin8500 (TG)PreisCHF 53'900Finanzierungab CHF 863 / MonatAnfragen MerkenDetails","CHF 53'900","118i","Neuwagen10 kmManuellBenzin8500 (TG)"
1705078263-542,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45","BMW X3 X3 xDrive M SteptronicCHF 75'900ab CHF 1'215 / Monat5 / 6Occasion10.202135.000 kmAutomatBenzin9494 (FL)PreisCHF 75'900Finanzierungab CHF 1'215 / Monat5 / 6Anfragen MerkenDetails","CHF 75'900","X3 xDrive M Steptronic","Occasion10.202135.000 kmAutomatBenzin9494 (FL)"
1705078263-543,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45","BMW X3 X3 xDrive M40i SteptronicCHF 61'900ab CHF 991 / Monat4.5 / 6Occasion09.202135.000 kmAutomatBenzin9495 (FL)PreisCHF 61'900Finanzierungab CHF 991 / Monat4.5 / 6Anfragen MerkenDetails","CHF 61'900","X3 xDrive M40i Steptronic","Occasion09.202135.000 kmAutomatBenzin9495 (FL)"
1705078263-544,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45","BMW X3 X3 xDrive M Competition SteptronicCHF 62'400ab CHF 999 / Monat5 / 6Occasion07.202053.500 kmAutomatBenzin3123 (BE)PreisCHF 62'400Finanzierungab CHF 999 / Monat5 / 6Anfragen MerkenDetails","CHF 62'400","X3 xDrive M Competition Steptronic","Occasion07.202053.500 kmAutomatBenzin3123 (BE)"
1705078263-545,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45","BMW 230 230e xDrive Active Tourer M SportCHF 66'500ab CHF 1'065 / MonatNeuwagen10 kmAutomatBenzin/Elektro8706 (ZH)PreisCHF 66'500Finanzierungab CHF 1'065 / MonatAnfragen MerkenDetails","CHF 66'500","230e xDrive Active Tourer M Sport","Neuwagen10 kmAutomatBenzin/Elektro8706 (ZH)"
1705078263-546,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45","BMW X3 X3 xDrive 30e M SportCHF 88'500ab CHF 1'417 / MonatNeuwagen10 kmAutomatBenzin/Elektro8706 (ZH)PreisCHF 88'500Finanzierungab CHF 1'417 / MonatAnfragen MerkenDetails","CHF 88'500","X3 xDrive 30e M Sport","Neuwagen10 kmAutomatBenzin/Elektro8706 (ZH)"
1705078263-547,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45","BMW X7 X7 xDrive 48V 40d  M Sport Pro SteptronicCHF 145'000ab CHF 2'321 / MonatNeuwagen10 kmAutomatElektro/Diesel8706 (ZH)PreisCHF 145'000Finanzierungab CHF 2'321 / MonatAnfragen MerkenDetails","CHF 145'000","X7 xDrive 48V 40d  M Sport Pro Steptronic","Neuwagen10 kmAutomatElektro/Diesel8706 (ZH)"
1705078263-548,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45","BMW X5 X5 xDrive 48V 40i M Sport Pro SteptronicCHF 126'000ab CHF 2'017 / MonatNeuwagen10 kmAutomatBenzin/Elektro8706 (ZH)PreisCHF 126'000Finanzierungab CHF 2'017 / MonatAnfragen MerkenDetails","CHF 126'000","X5 xDrive 48V 40i M Sport Pro Steptronic","Neuwagen10 kmAutomatBenzin/Elektro8706 (ZH)"
1705078263-549,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45","BMW M2 M2 SteptronicCHF 96'850ab CHF 1'551 / MonatNeuwagen10 kmAutomatBenzin8404 (ZH)PreisCHF 96'850Finanzierungab CHF 1'551 / MonatAnfragen MerkenDetails","CHF 96'850","M2 Steptronic","Neuwagen10 kmAutomatBenzin8404 (ZH)"
