web-scraper-order,web-scraper-start-url,text_raw,price_raw,model_raw,type_year_km_transmission_fuel,Location,PLZ,km_raw,Year,price,km,luxury,competition,xDrive,automat,km_cat,km_per_year,km_per_year_cat
1705078016-43,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=95,BMW 420 420D GRAN COUPÉ XDRIVE M SPORT STEPTRONICCHF 19'500AB CHF 312 / MONAT4.5 / 6OCCASION04.2016161.500 KMAUTOMATDIESEL6438 (SZ)PREISCHF 19'500FINANZIERUNGAB CHF 312 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 19'500,420d Gran Coupé xDrive M Sport Steptronic,Occasion04.2016161.500 kmAutomatDiesel6438 (SZ),SZ,6438,161.500,2016,19500,161500,0,0,1,1,120k+,20187.5,high
1705078016-44,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=95,BMW 530 530D TOURING XDRIVE LUXURY LINE STEPTRONICCHF 16'500AB CHF 264 / MONAT5 / 6OCCASION09.2014186.000 KMAUTOMATDIESEL9450 (SG)PREISCHF 16'500FINANZIERUNGAB CHF 264 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 16'500,530d Touring xDrive Luxury Line Steptronic,Occasion09.2014186.000 kmAutomatDiesel9450 (SG),SG,9450,186.000,2014,16500,186000,1,0,1,1,120k+,18600.0,high
1705078016-45,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=95,BMW 335 335I CABRIOLET STEPTRONICCHF 7'000AB CHF 112 / MONAT6 / 6OCCASION03.2007175.000 KMAUTOMATBENZIN5445 (AG)PREISCHF 7'000FINANZIERUNGAB CHF 112 / MONAT6 / 6ANFRAGEN MERKENDETAILS,CHF 7'000,335i Cabriolet Steptronic,Occasion03.2007175.000 kmAutomatBenzin5445 (AG),AG,5445,175.000,2007,7000,175000,0,0,0,1,120k+,10294.12,medium
1705078016-46,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=95,BMW 330 330I TOURING XDRIVE STEPTRONIC M SPORTCHF 35'000AB CHF 560 / MONAT4.5 / 6OCCASION11.201990.947 KMAUTOMATBENZIN6430 (SZ)PREISCHF 35'000FINANZIERUNGAB CHF 560 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 35'000,330i Touring xDrive Steptronic M Sport,Occasion11.201990.947 kmAutomatBenzin6430 (SZ),SZ,6430,90.947,2019,35000,90947,0,0,1,1,50-120k,18189.4,high
1705078016-47,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=95,BMW M850 M850I XDRIVE STEPTRONICCHF 71'900AB CHF 1'151 / MONAT5.5 / 6OCCASION03.202164.300 KMAUTOMATBENZIN9434 (SG)PREISCHF 71'900FINANZIERUNGAB CHF 1'151 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 71'900,M850i xDrive Steptronic,Occasion03.202164.300 kmAutomatBenzin9434 (SG),SG,9434,64.300,2021,71900,64300,0,0,1,1,50-120k,21433.33,high
1705078016-48,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=95,BMW M3 M3 COUPÉCHF 54'999AB CHF 881 / MONATOCCASION02.2008107.500 KMMANUELLBENZIN5430 (AG)PREISCHF 54'999FINANZIERUNGAB CHF 881 / MONATANFRAGEN MERKENDETAILS,CHF 54'999,M3 Coupé,Occasion02.2008107.500 kmManuellBenzin5430 (AG),AG,5430,107.500,2008,54999,107500,0,0,0,0,50-120k,6718.75,low
1705078016-49,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=95,BMW M135 M135I XDRIVE STEPTRONICCHF 23'400AB CHF 375 / MONAT3 / 6OCCASION12.2015137.575 KMAUTOMATBENZIN7013 (GR)PREISCHF 23'400FINANZIERUNGAB CHF 375 / MONAT3 / 6ANFRAGEN MERKENDETAILS,CHF 23'400,M135i xDrive Steptronic,Occasion12.2015137.575 kmAutomatBenzin7013 (GR),GR,7013,137.575,2015,23400,137575,0,0,1,1,120k+,15286.11,high
1705078016-50,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=95,BMW 118 118ICHF 7'900AB CHF 126 / MONAT5 / 6OCCASION12.200686.600 KMAUTOMATBENZIN8957 (AG)PREISCHF 7'900FINANZIERUNGAB CHF 126 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 7'900,118i,Occasion12.200686.600 kmAutomatBenzin8957 (AG),AG,8957,86.600,2006,7900,86600,0,0,0,1,50-120k,4811.11,low
1705078020-51,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=94,BMW 530 530D XDRIVE TOURING STEPTRONICCHF 6'800AB CHF 109 / MONAT6 / 6OCCASION11.2011270.000 KMAUTOMATDIESEL7000 (GR)PREISCHF 6'800FINANZIERUNGAB CHF 109 / MONAT6 / 6ANFRAGEN MERKENDETAILS,CHF 6'800,530d xDrive Touring Steptronic,Occasion11.2011270.000 kmAutomatDiesel7000 (GR),GR,7000,270.000,2011,6800,270000,0,0,1,1,120k+,20769.23,high
1705078020-52,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=94,BMW M550 M550D XDRIVE TOURING STEPTRONICCHF 8'900AB CHF 143 / MONATOCCASION11.2012223.000 KMAUTOMATDIESEL7000 (GR)PREISCHF 8'900FINANZIERUNGAB CHF 143 / MONATANFRAGEN MERKENDETAILS,CHF 8'900,M550d xDrive Touring Steptronic,Occasion11.2012223.000 kmAutomatDiesel7000 (GR),GR,7000,223.000,2012,8900,223000,0,0,1,1,120k+,18583.33,high
1705078020-53,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=94,BMW X5 X5 XDRIVE M50D STEPTRONICCHF 39'900AB CHF 639 / MONAT5 / 6OCCASION09.2017102.000 KMAUTOMATDIESEL6012 (LU)PREISCHF 39'900FINANZIERUNGAB CHF 639 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 39'900,X5 xDrive M50d Steptronic,Occasion09.2017102.000 kmAutomatDiesel6012 (LU),LU,6012,102.000,2017,39900,102000,0,0,1,1,50-120k,14571.43,medium
1705078020-54,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=94,BMW 535 535D STEPTRONICCHF 6'900AB CHF 110 / MONAT5 / 6OCCASION05.2008303.000 KMAUTOMATDIESEL2545 (SO)PREISCHF 6'900FINANZIERUNGAB CHF 110 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 6'900,535d Steptronic,Occasion05.2008303.000 kmAutomatDiesel2545 (SO),SO,2545,303.000,2008,6900,303000,0,0,0,1,120k+,18937.5,high
1705078020-55,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=94,BMW 525 525D TOURING STEPTRONICCHF 8'900AB CHF 143 / MONAT5.5 / 6OCCASION12.2010188.000 KMAUTOMATDIESEL1007 (VD)PREISCHF 8'900FINANZIERUNGAB CHF 143 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 8'900,525d Touring Steptronic,Occasion12.2010188.000 kmAutomatDiesel1007 (VD),VD,1007,188.000,2010,8900,188000,0,0,0,1,120k+,13428.57,medium
1705078020-56,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=94,BMW M4 M4 COUPÉ CS DKGCHF 83'000AB CHF 1'329 / MONAT4.5 / 6OCCASION12.201739.000 KMAUTOMATBENZIN2542 (BE)PREISCHF 83'000FINANZIERUNGAB CHF 1'329 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 83'000,M4 Coupé CS DKG,Occasion12.201739.000 kmAutomatBenzin2542 (BE),BE,2542,39.000,2017,83000,39000,0,0,0,1,0-50k,5571.43,low
1705078020-57,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=94,BMW 330 330E IPERFORMANCE STEPTRONICCHF 23'000AB CHF 368 / MONAT4 / 6OCCASION11.2017140.000 KMAUTOMATBENZIN/ELEKTRO1022 (VD)PREISCHF 23'000FINANZIERUNGAB CHF 368 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 23'000,330e iPerformance Steptronic,Occasion11.2017140.000 kmAutomatBenzin/Elektro1022 (VD),VD,1022,140.000,2017,23000,140000,0,0,0,1,120k+,20000.0,high
1705078020-58,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=94,BMW X5 X5 XDRIVE 30D STEPTRONICCHF 22'500AB CHF 360 / MONAT3.5 / 6OCCASION07.2014225.000 KMAUTOMATDIESEL4133 (BL)PREISCHF 22'500FINANZIERUNGAB CHF 360 / MONAT3.5 / 6ANFRAGEN MERKENDETAILS,CHF 22'500,X5 xDrive 30d Steptronic,Occasion07.2014225.000 kmAutomatDiesel4133 (BL),BL,4133,225.000,2014,22500,225000,0,0,1,1,120k+,22500.0,high
1705078020-59,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=94,BMW 325 325XICHF 8'200AB CHF 131 / MONATOCCASION11.2000105.000 KMAUTOMATBENZIN1584 (VD)PREISCHF 8'200FINANZIERUNGAB CHF 131 / MONATANFRAGEN MERKENDETAILS,CHF 8'200,325xi,Occasion11.2000105.000 kmAutomatBenzin1584 (VD),VD,1584,105.000,2000,8200,105000,0,0,0,1,50-120k,4375.0,low
1705078020-60,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=94,BMW 335 335I COUPÉCHF 7'990AB CHF 128 / MONAT5 / 6OCCASION05.2006173.000 KMAUTOMATBENZIN8310 (ZH)PREISCHF 7'990FINANZIERUNGAB CHF 128 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 7'990,335i Coupé,Occasion05.2006173.000 kmAutomatBenzin8310 (ZH),ZH,8310,173.000,2006,7990,173000,0,0,0,1,120k+,9611.11,low
1705078023-61,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=93,BMW 535 535I XDRIVE TOURING STEPTRONICCHF 13'000AB CHF 208 / MONAT5 / 6OCCASION12.2011227.000 KMAUTOMATBENZIN6331 (ZG)PREISCHF 13'000FINANZIERUNGAB CHF 208 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 13'000,535i xDrive Touring Steptronic,Occasion12.2011227.000 kmAutomatBenzin6331 (ZG),ZG,6331,227.000,2011,13000,227000,0,0,1,1,120k+,17461.54,high
1705078023-62,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=93,BMW I3 I3 (94AH) RANGE EXTENDERCHF 18'900AB CHF 303 / MONAT5 / 6OCCASION07.201760.061 KMAUTOMATBENZIN/ELEKTRO4415 (BL)PREISCHF 18'900FINANZIERUNGAB CHF 303 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 18'900,i3 (94Ah) Range Extender,Occasion07.201760.061 kmAutomatBenzin/Elektro4415 (BL),BL,4415,60.061,2017,18900,60061,0,0,0,1,50-120k,8580.14,low
1705078023-63,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=93,BMW X5M X5M STEPTRONICCHF 61'800AB CHF 989 / MONAT5 / 6OCCASION11.201780.800 KMAUTOMATBENZIN8172 (ZH)PREISCHF 61'800FINANZIERUNGAB CHF 989 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 61'800,X5M Steptronic,Occasion11.201780.800 kmAutomatBenzin8172 (ZH),ZH,8172,80.800,2017,61800,80800,0,0,0,1,50-120k,11542.86,medium
1705078023-64,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=93,BMW M340 M340I XDRIVE 48V TOURING STEPTRONICCHF 44'500AB CHF 712 / MONAT4.5 / 6OCCASION11.202089.900 KMAUTOMATBENZIN/ELEKTRO9434 (SG)PREISCHF 44'500FINANZIERUNGAB CHF 712 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 44'500,M340i xDrive 48V Touring Steptronic,Occasion11.202089.900 kmAutomatBenzin/Elektro9434 (SG),SG,9434,89.900,2020,44500,89900,0,0,1,1,50-120k,22475.0,high
1705078023-65,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=93,BMW 525 525D XDRIVE TOURING STEPTRONICCHF 7'999AB CHF 128 / MONAT5.5 / 6OCCASION04.2012245.000 KMAUTOMATDIESEL3250 (BE)PREISCHF 7'999FINANZIERUNGAB CHF 128 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 7'999,525d xDrive Touring Steptronic,Occasion04.2012245.000 kmAutomatDiesel3250 (BE),BE,3250,245.000,2012,7999,245000,0,0,1,1,120k+,20416.67,high
1705078023-66,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=93,BMW 325 325I CABRIOLET STEPTRONICCHF 8'900AB CHF 143 / MONAT5 / 6OCCASION06.2007186.900 KMAUTOMATBENZIN8633 (ZH)PREISCHF 8'900FINANZIERUNGAB CHF 143 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 8'900,325i Cabriolet Steptronic,Occasion06.2007186.900 kmAutomatBenzin8633 (ZH),ZH,8633,186.900,2007,8900,186900,0,0,0,1,120k+,10994.12,medium
1705078023-67,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=93,BMW 320 320D TOURINGCHF 4'490OCCASION12.2003228.000 KMAUTOMATDIESEL8404 (ZH)PREISCHF 4'490ANFRAGEN MERKENDETAILS,CHF 4'490,320d Touring,Occasion12.2003228.000 kmAutomatDiesel8404 (ZH),ZH,8404,228.000,2003,4490,228000,0,0,0,1,120k+,10857.14,medium
1705078023-68,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=93,BMW X5 X5 XDRIVE 30D STEPTRONICCHF 26'500AB CHF 424 / MONAT4 / 6OCCASION01.2014137.000 KMAUTOMATDIESEL7000 (GR)PREISCHF 26'500FINANZIERUNGAB CHF 424 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 26'500,X5 xDrive 30d Steptronic,Occasion01.2014137.000 kmAutomatDiesel7000 (GR),GR,7000,137.000,2014,26500,137000,0,0,1,1,120k+,13700.0,medium
1705078023-69,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=93,BMW 118 118DCHF 5'500AB CHF 88 / MONAT5 / 6OCCASION08.2005132.000 KMMANUELLDIESEL7000 (GR)PREISCHF 5'500FINANZIERUNGAB CHF 88 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 5'500,118d,Occasion08.2005132.000 kmManuellDiesel7000 (GR),GR,7000,132.000,2005,5500,132000,0,0,0,0,120k+,6947.37,low
1705078023-70,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=93,BMW 118 118D XDRIVECHF 5'900AB CHF 94 / MONAT6 / 6OCCASION03.2014160.000 KMMANUELLDIESEL7000 (GR)PREISCHF 5'900FINANZIERUNGAB CHF 94 / MONAT6 / 6ANFRAGEN MERKENDETAILS,CHF 5'900,118d xDrive,Occasion03.2014160.000 kmManuellDiesel7000 (GR),GR,7000,160.000,2014,5900,160000,0,0,1,0,120k+,16000.0,high
1705078027-71,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=92,BMW 120 120I STEPTRONICCHF 2'900OCCASION02.2008180.000 KMAUTOMATBENZIN1030 (VD)PREISCHF 2'900ANFRAGEN MERKENDETAILS,CHF 2'900,120i Steptronic,Occasion02.2008180.000 kmAutomatBenzin1030 (VD),VD,1030,180.000,2008,2900,180000,0,0,0,1,120k+,11250.0,medium
1705078027-72,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=92,BMW 118 118D XDRIVE EDITION M SPORTCHF 17'990AB CHF 288 / MONAT4.5 / 6OCCASION03.2018139.000 KMMANUELLDIESEL7000 (GR)PREISCHF 17'990FINANZIERUNGAB CHF 288 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 17'990,118d xDrive Edition M Sport,Occasion03.2018139.000 kmManuellDiesel7000 (GR),GR,7000,139.000,2018,17990,139000,0,0,1,0,120k+,23166.67,high
1705078027-73,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=92,BMW X1 X1 XDRIVE 20DCHF 11'800AB CHF 189 / MONAT4.5 / 6OCCASION08.2010129.000 KMMANUELLDIESEL7000 (GR)PREISCHF 11'800FINANZIERUNGAB CHF 189 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 11'800,X1 xDrive 20d,Occasion08.2010129.000 kmManuellDiesel7000 (GR),GR,7000,129.000,2010,11800,129000,0,0,1,0,120k+,9214.29,low
1705078027-74,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=92,BMW X1 X1 XDRIVE 20DCHF 5'200AB CHF 83 / MONAT5.5 / 6OCCASION11.2009210.000 KMMANUELLDIESEL7000 (GR)PREISCHF 5'200FINANZIERUNGAB CHF 83 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 5'200,X1 xDrive 20d,Occasion11.2009210.000 kmManuellDiesel7000 (GR),GR,7000,210.000,2009,5200,210000,0,0,1,0,120k+,14000.0,medium
1705078027-75,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=92,BMW X1 X1 XDRIVE 20DCHF 6'500AB CHF 104 / MONAT5.5 / 6OCCASION04.2010174.000 KMMANUELLDIESEL7000 (GR)PREISCHF 6'500FINANZIERUNGAB CHF 104 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 6'500,X1 xDrive 20d,Occasion04.2010174.000 kmManuellDiesel7000 (GR),GR,7000,174.000,2010,6500,174000,0,0,1,0,120k+,12428.57,medium
1705078027-76,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=92,BMW X5 X5 XDRIVE 50I STEPTRONICCHF 41'500AB CHF 664 / MONAT4 / 6OCCASION06.2015114.000 KMAUTOMATBENZIN6405 (SZ)PREISCHF 41'500FINANZIERUNGAB CHF 664 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 41'500,X5 xDrive 50i Steptronic,Occasion06.2015114.000 kmAutomatBenzin6405 (SZ),SZ,6405,114.000,2015,41500,114000,0,0,1,1,50-120k,12666.67,medium
1705078027-77,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=92,BMW X3 X3 XDRIVE M40I STEPTRONICCHF 38'200AB CHF 612 / MONAT4 / 6OCCASION01.2018110.000 KMAUTOMATBENZIN8157 (ZH)PREISCHF 38'200FINANZIERUNGAB CHF 612 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 38'200,X3 xDrive M40i Steptronic,Occasion01.2018110.000 kmAutomatBenzin8157 (ZH),ZH,8157,110.000,2018,38200,110000,0,0,1,1,50-120k,18333.33,high
1705078027-78,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=92,BMW 216 GRAN TOURER 216D GRAN TOURER LUXURY LINE STEPTRONICCHF 12'900AB CHF 207 / MONAT5 / 6OCCASION04.2016123.000 KMAUTOMATDIESEL6020 (LU)PREISCHF 12'900FINANZIERUNGAB CHF 207 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 12'900,216d Gran Tourer Luxury Line Steptronic,Occasion04.2016123.000 kmAutomatDiesel6020 (LU),LU,6020,123.000,2016,12900,123000,1,0,0,1,120k+,15375.0,high
1705078027-79,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=92,BMW X1 X1 XDRIVE 23D STEPTRONICCHF 11'900AB CHF 191 / MONAT4 / 6OCCASION02.2010190.000 KMAUTOMATDIESEL8405 (ZH)PREISCHF 11'900FINANZIERUNGAB CHF 191 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 11'900,X1 xDrive 23d Steptronic,Occasion02.2010190.000 kmAutomatDiesel8405 (ZH),ZH,8405,190.000,2010,11900,190000,0,0,1,1,120k+,13571.43,medium
1705078027-80,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=92,BMW X3 X3 XDRIVE 20D INDIVIDUAL XLINE STEPTRONICCHF 24'800AB CHF 397 / MONAT3.5 / 6OCCASION08.2018226.000 KMAUTOMATDIESEL7000 (GR)PREISCHF 24'800FINANZIERUNGAB CHF 397 / MONAT3.5 / 6ANFRAGEN MERKENDETAILS,CHF 24'800,X3 xDrive 20d Individual xLine Steptronic,Occasion08.2018226.000 kmAutomatDiesel7000 (GR),GR,7000,226.000,2018,24800,226000,0,0,1,1,120k+,37666.67,high
1705078031-81,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=91,BMW X1 X1 XDRIVE 25E M SPORT STEPTRONICCHF 40'700AB CHF 652 / MONAT5 / 6OCCASION02.202222.500 KMAUTOMATBENZIN/ELEKTRO8352 (ZH)PREISCHF 40'700FINANZIERUNGAB CHF 652 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 40'700,X1 xDrive 25e M Sport Steptronic,Occasion02.202222.500 kmAutomatBenzin/Elektro8352 (ZH),ZH,8352,22.500,2022,40700,22500,0,0,1,1,0-50k,11250.0,medium
1705078031-82,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=91,BMW I3 I3S (120AH) FLEET EDITIONCHF 23'900AB CHF 383 / MONAT5 / 6OCCASION12.201976.000 KMAUTOMATELEKTRO5615 (AG)PREISCHF 23'900FINANZIERUNGAB CHF 383 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 23'900,i3s (120Ah) Fleet Edition,Occasion12.201976.000 kmAutomatElektro5615 (AG),AG,5615,76.000,2019,23900,76000,0,0,0,1,50-120k,15200.0,high
1705078031-83,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=91,BMW X6 X6 M50D STEPTRONICCHF 35'900AB CHF 575 / MONAT5 / 6OCCASION08.2015118.500 KMAUTOMATDIESEL6214 (LU)PREISCHF 35'900FINANZIERUNGAB CHF 575 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 35'900,X6 M50d Steptronic,Occasion08.2015118.500 kmAutomatDiesel6214 (LU),LU,6214,118.500,2015,35900,118500,0,0,0,1,50-120k,13166.67,medium
1705078031-84,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=91,BMW X5 X5 XDRIVE 48V 30D M SPORT STEPTRONICCHF 81'500AB CHF 1'305 / MONAT4.5 / 6OCCASION11.202221.000 KMAUTOMATELEKTRO/DIESEL3852 (BE)PREISCHF 81'500FINANZIERUNGAB CHF 1'305 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 81'500,X5 xDrive 48V 30d M Sport Steptronic,Occasion11.202221.000 kmAutomatElektro/Diesel3852 (BE),BE,3852,21.000,2022,81500,21000,0,0,1,1,0-50k,10500.0,medium
1705078031-85,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=91,BMW M5 M5 XDRIVE CS DRIVELOGICCHF 169'900AB CHF 2'720 / MONATNEUWAGEN10 KMAUTOMATBENZIN5702 (AG)PREISCHF 169'900FINANZIERUNGAB CHF 2'720 / MONATANFRAGEN MERKENDETAILS,CHF 169'900,M5 xDrive CS Drivelogic,Neuwagen10 kmAutomatBenzin5702 (AG),AG,5702,,5702,169900,,0,0,1,1,,,
1705078031-86,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=91,BMW M2 M2 COMPETITIONCHF 54'900AB CHF 879 / MONAT4.5 / 6OCCASION07.202015.499 KMAUTOMATBENZIN5702 (AG)PREISCHF 54'900FINANZIERUNGAB CHF 879 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 54'900,M2 Competition,Occasion07.202015.499 kmAutomatBenzin5702 (AG),AG,5702,15.499,2020,54900,15499,0,1,0,1,0-50k,3874.75,low
1705078031-87,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=91,BMW 330 330XDCHF 5'900AB CHF 94 / MONAT5.5 / 6OCCASION01.2008225.000 KMAUTOMATDIESEL6020 (LU)PREISCHF 5'900FINANZIERUNGAB CHF 94 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 5'900,330xd,Occasion01.2008225.000 kmAutomatDiesel6020 (LU),LU,6020,225.000,2008,5900,225000,0,0,0,1,120k+,14062.5,medium
1705078031-88,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=91,BMW X1 X1 XDRIVE 18D SPORT LINE STEPTRONICCHF 8'900AB CHF 143 / MONAT4 / 6OCCASION03.2014394.000 KMAUTOMATDIESEL6020 (LU)PREISCHF 8'900FINANZIERUNGAB CHF 143 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 8'900,X1 xDrive 18d Sport Line Steptronic,Occasion03.2014394.000 kmAutomatDiesel6020 (LU),LU,6020,394.000,2014,8900,394000,0,0,1,1,120k+,39400.0,high
1705078031-89,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=91,BMW X6 X6M STEPTRONIC M COMPETITIONCHF 199'800AB CHF 3'199 / MONATOCCASION01.202410 KMAUTOMATBENZIN8730 (SG)PREISCHF 199'800FINANZIERUNGAB CHF 3'199 / MONATANFRAGEN MERKENDETAILS,CHF 199'800,X6M Steptronic M Competition,Occasion01.202410 kmAutomatBenzin8730 (SG),SG,8730,,2024,199800,,0,1,0,1,,,
1705078031-90,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=91,BMW 220 GRAN TOURER 220D XDRIVE GRAN TOURER LUXURY LINE STEPTRONICCHF 10'800AB CHF 173 / MONAT5.5 / 6OCCASION04.2016175.000 KMAUTOMATDIESEL7000 (GR)PREISCHF 10'800FINANZIERUNGAB CHF 173 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 10'800,220d xDrive Gran Tourer Luxury Line Steptronic,Occasion04.2016175.000 kmAutomatDiesel7000 (GR),GR,7000,175.000,2016,10800,175000,1,0,1,1,120k+,21875.0,high
1705078034-91,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=90,BMW X3 X3 XDRIVE 48V M40D STEPTRONICCHF 69'900AB CHF 1'119 / MONAT5 / 6OCCASION05.202222.745 KMAUTOMATELEKTRO/DIESEL5702 (AG)PREISCHF 69'900FINANZIERUNGAB CHF 1'119 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 69'900,X3 xDrive 48V M40d Steptronic,Occasion05.202222.745 kmAutomatElektro/Diesel5702 (AG),AG,5702,22.745,2022,69900,22745,0,0,1,1,0-50k,11372.5,medium
1705078034-92,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=90,BMW 650 650I COUPÉ XDRIVECHF 44'900AB CHF 719 / MONAT5 / 6OCCASION06.201557.199 KMAUTOMATBENZIN5702 (AG)PREISCHF 44'900FINANZIERUNGAB CHF 719 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 44'900,650i Coupé xDrive,Occasion06.201557.199 kmAutomatBenzin5702 (AG),AG,5702,57.199,2015,44900,57199,0,0,1,1,50-120k,6355.44,low
1705078034-93,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=90,BMW 740 740D XDRIVE STEPTRONICCHF 65'900AB CHF 1'055 / MONAT5 / 6OCCASION05.202044.900 KMAUTOMATDIESEL5702 (AG)PREISCHF 65'900FINANZIERUNGAB CHF 1'055 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 65'900,740d xDrive Steptronic,Occasion05.202044.900 kmAutomatDiesel5702 (AG),AG,5702,44.900,2020,65900,44900,0,0,1,1,0-50k,11225.0,medium
1705078034-94,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=90,BMW M850 M850I XDRIVE STEPTRONICCHF 79'900AB CHF 1'279 / MONAT5 / 6OCCASION07.201946.270 KMAUTOMATBENZIN5702 (AG)PREISCHF 79'900FINANZIERUNGAB CHF 1'279 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 79'900,M850i xDrive Steptronic,Occasion07.201946.270 kmAutomatBenzin5702 (AG),AG,5702,46.270,2019,79900,46270,0,0,1,1,0-50k,9254.0,low
