web-scraper-order,web-scraper-start-url,text_raw,price_raw,model_raw,type_year_km_transmission_fuel,Location,PLZ,km_raw,Year,price,km,luxury,competition,xDrive,automat,km_cat,km_per_year,km_per_year_cat
1705078239-506,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49,BMW 320 320D ACCESSPLUS STEPTRONICCHF 5'299AB CHF 85 / MONAT5.5 / 6OCCASION09.2009260.000 KMAUTOMATDIESEL8304 (ZH)PREISCHF 5'299FINANZIERUNGAB CHF 85 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 5'299,320d AccessPlus Steptronic,Occasion09.2009260.000 kmAutomatDiesel8304 (ZH),ZH,8304,260.000,2009,5299,260000,0,0,0,1,120k+,17333.33,high
1705078239-507,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49,BMW 220 ACTIVE TOURER 220D XDRIVE ACTIVE TOURER STEPTRONIC M SPORTCHF 31'900AB CHF 511 / MONAT5 / 6OCCASION08.202113.200 KMAUTOMATDIESEL4665 (AG)PREISCHF 31'900FINANZIERUNGAB CHF 511 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 31'900,220d xDrive Active Tourer Steptronic M Sport,Occasion08.202113.200 kmAutomatDiesel4665 (AG),AG,4665,13.200,2021,31900,13200,0,0,1,1,0-50k,4400.0,low
1705078239-508,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49,BMW 320 320DCHF 2'5005 / 6OCCASION06.2004328.000 KMMANUELLDIESEL2042 (NE)PREISCHF 2'5005 / 6ANFRAGEN MERKENDETAILS,CHF 2'500,320d,Occasion06.2004328.000 kmManuellDiesel2042 (NE),NE,2042,328.000,2004,2500,328000,0,0,0,0,120k+,16400.0,high
1705078239-509,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49,BMW M550 M550I XDRIVE M SPORT PRO STEPTRONICCHF 89'900AB CHF 1'439 / MONAT5 / 6OCCASION06.20232.200 KMAUTOMATBENZIN4665 (AG)PREISCHF 89'900FINANZIERUNGAB CHF 1'439 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 89'900,M550i xDrive M Sport Pro Steptronic,Occasion06.20232.200 kmAutomatBenzin4665 (AG),AG,4665,2.200,2023,89900,2200,0,0,1,1,0-50k,2200.0,low
1705078239-510,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=49,BMW 525 525D TOURING XDRIVE STEPTRONICCHF 16'900AB CHF 271 / MONAT5 / 6OCCASION11.2016159.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 16'900FINANZIERUNGAB CHF 271 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 16'900,525d Touring xDrive Steptronic,Occasion11.2016159.000 kmAutomatDiesel2540 (SO),SO,2540,159.000,2016,16900,159000,0,0,1,1,120k+,19875.0,high
1705078246-511,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48,BMW M240 M240I XDRIVE STEPTRONICCHF 37'900AB CHF 607 / MONAT5 / 6OCCASION12.201947.000 KMAUTOMATBENZIN8532 (TG)PREISCHF 37'900FINANZIERUNGAB CHF 607 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 37'900,M240i xDrive Steptronic,Occasion12.201947.000 kmAutomatBenzin8532 (TG),TG,8532,47.000,2019,37900,47000,0,0,1,1,0-50k,9400.0,low
1705078246-512,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48,BMW 535 535I XDRIVE STEPTRONICCHF 14'900AB CHF 239 / MONAT4.5 / 6OCCASION04.2011207.000 KMAUTOMATBENZIN6962 (TI)PREISCHF 14'900FINANZIERUNGAB CHF 239 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 14'900,535i xDrive Steptronic,Occasion04.2011207.000 kmAutomatBenzin6962 (TI),TI,6962,207.000,2011,14900,207000,0,0,1,1,120k+,15923.08,high
1705078246-513,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48,BMW 335 335I XDRIVE COUPÉCHF 17'550AB CHF 281 / MONAT4.5 / 6OCCASION04.2010131.000 KMMANUELLBENZIN8610 (ZH)PREISCHF 17'550FINANZIERUNGAB CHF 281 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 17'550,335i xDrive Coupé,Occasion04.2010131.000 kmManuellBenzin8610 (ZH),ZH,8610,131.000,2010,17550,131000,0,0,1,0,120k+,9357.14,low
1705078246-514,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48,BMW M240 M240I XDRIVE STEPTRONICCHF 59'900AB CHF 959 / MONAT4 / 6OCCASION05.202234.400 KMAUTOMATBENZIN8953 (ZH)PREISCHF 59'900FINANZIERUNGAB CHF 959 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 59'900,M240i xDrive Steptronic,Occasion05.202234.400 kmAutomatBenzin8953 (ZH),ZH,8953,34.400,2022,59900,34400,0,0,1,1,0-50k,17200.0,high
1705078246-515,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48,BMW 120 120I CABRIOCHF 8'900AB CHF 143 / MONAT5.5 / 6OCCASION02.2010115.000 KMAUTOMATBENZIN6403 (SZ)PREISCHF 8'900FINANZIERUNGAB CHF 143 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 8'900,120i Cabrio,Occasion02.2010115.000 kmAutomatBenzin6403 (SZ),SZ,6403,115.000,2010,8900,115000,0,0,0,1,50-120k,8214.29,low
1705078246-516,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48,BMW I8 I8 COUPÉCHF 59'900AB CHF 959 / MONAT5 / 6OCCASION12.201464.900 KMAUTOMAT SEQUENTIELLBENZIN/ELEKTRO8105 (ZH)PREISCHF 59'900FINANZIERUNGAB CHF 959 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 59'900,i8 Coupé,Occasion12.201464.900 kmAutomat sequentiellBenzin/Elektro8105 (ZH),ZH,8105,64.900,2014,59900,64900,0,0,0,1,50-120k,6490.0,low
1705078246-517,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48,BMW X5 X5 XDRIVE M50D STEPTRONICCHF 39'900AB CHF 639 / MONAT5 / 6OCCASION11.201697.500 KMAUTOMATDIESEL6207 (LU)PREISCHF 39'900FINANZIERUNGAB CHF 639 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 39'900,X5 xDrive M50d Steptronic,Occasion11.201697.500 kmAutomatDiesel6207 (LU),LU,6207,97.500,2016,39900,97500,0,0,1,1,50-120k,12187.5,medium
1705078246-518,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48,BMW M340 M340I XDRIVETOURING STEPTRONIC M SPORTCHF 51'900AB CHF 831 / MONAT4.5 / 6OCCASION08.202050.000 KMAUTOMATBENZIN7000 (GR)PREISCHF 51'900FINANZIERUNGAB CHF 831 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 51'900,M340i xDriveTouring Steptronic M Sport,Occasion08.202050.000 kmAutomatBenzin7000 (GR),GR,7000,50.000,2020,51900,50000,0,0,1,1,0-50k,12500.0,medium
1705078246-519,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48,BMW X3 X3 M40I INDIVIDUALCHF 97'000AB CHF 1'553 / MONATNEUWAGEN10 KMAUTOMAT SEQUENTIELLBENZIN9016 (SG)PREISCHF 97'000FINANZIERUNGAB CHF 1'553 / MONATANFRAGEN MERKENDETAILS,CHF 97'000,X3 M40i Individual,Neuwagen10 kmAutomat sequentiellBenzin9016 (SG),SG,9016,,9016,97000,,0,0,0,1,,,
1705078246-520,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=48,BMW 530 530E XDRIVE M SPORT STEPTRONICCHF 59'999AB CHF 961 / MONAT5 / 6OCCASION04.202315.800 KMAUTOMATBENZIN/ELEKTRO4147 (BL)PREISCHF 59'999FINANZIERUNGAB CHF 961 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 59'999,530e xDrive M Sport Steptronic,Occasion04.202315.800 kmAutomatBenzin/Elektro4147 (BL),BL,4147,15.800,2023,59999,15800,0,0,1,1,0-50k,15800.0,high
1705078251-521,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47,BMW M240 M240I XDRIVE STEPTRONICCHF 27'900AB CHF 447 / MONAT5 / 6OCCASION12.201774.000 KMAUTOMATBENZIN2540 (SO)PREISCHF 27'900FINANZIERUNGAB CHF 447 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 27'900,M240i xDrive Steptronic,Occasion12.201774.000 kmAutomatBenzin2540 (SO),SO,2540,74.000,2017,27900,74000,0,0,1,1,50-120k,10571.43,medium
1705078251-522,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47,BMW 223 223I ACTIVE TOURER XDRIVE DKGCHF 64'500AB CHF 1'033 / MONATNEUWAGEN10 KMAUTOMATISIERTES SCHALTGETRIEBEBENZIN/ELEKTRO9016 (SG)PREISCHF 64'500FINANZIERUNGAB CHF 1'033 / MONATANFRAGEN MERKENDETAILS,CHF 64'500,223i Active Tourer xDrive DKG,Neuwagen10 kmAutomatisiertes SchaltgetriebeBenzin/Elektro9016 (SG),SG,9016,,9016,64500,,0,0,1,1,,,
1705078251-523,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47,"BMW IX IX XDRIVE50CHF 119'000AB CHF 1'905 / MONATNEUWAGEN10 KMDIREKTANTRIEB, KEIN GETRIEBEELEKTRO9016 (SG)PREISCHF 119'000FINANZIERUNGAB CHF 1'905 / MONATANFRAGEN MERKENDETAILS",CHF 119'000,iX xDrive50,"Neuwagen10 kmDirektantrieb, kein GetriebeElektro9016 (SG)",SG,9016,,9016,119000,,0,0,1,0,,,
1705078251-524,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47,BMW M2 M2 STEPTRONICCHF 89'800AB CHF 1'438 / MONATNEUWAGEN10 KMAUTOMAT SEQUENTIELLBENZIN9016 (SG)PREISCHF 89'800FINANZIERUNGAB CHF 1'438 / MONATANFRAGEN MERKENDETAILS,CHF 89'800,M2 Steptronic,Neuwagen10 kmAutomat sequentiellBenzin9016 (SG),SG,9016,,9016,89800,,0,0,0,1,,,
1705078251-525,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47,BMW 218 GRAN TOURER 218D XDRIVE GRAN TOURER STEPTRONICCHF 22'499AB CHF 360 / MONAT5 / 6OCCASION11.202062.500 KMAUTOMATDIESEL4147 (BL)PREISCHF 22'499FINANZIERUNGAB CHF 360 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 22'499,218d xDrive Gran Tourer Steptronic,Occasion11.202062.500 kmAutomatDiesel4147 (BL),BL,4147,62.500,2020,22499,62500,0,0,1,1,50-120k,15625.0,high
1705078251-526,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47,BMW 116 116I STEPTRONICCHF 17'900AB CHF 287 / MONAT5 / 6OCCASION01.201318.000 KMAUTOMATBENZIN8105 (ZH)PREISCHF 17'900FINANZIERUNGAB CHF 287 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 17'900,116i Steptronic,Occasion01.201318.000 kmAutomatBenzin8105 (ZH),ZH,8105,18.000,2013,17900,18000,0,0,0,1,0-50k,1636.36,low
1705078251-527,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47,BMW X1 X1 XDRIVE 18D STEPTRONICCHF 18'500AB CHF 296 / MONAT5 / 6OCCASION02.2019115.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 18'500FINANZIERUNGAB CHF 296 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 18'500,X1 xDrive 18d Steptronic,Occasion02.2019115.000 kmAutomatDiesel2540 (SO),SO,2540,115.000,2019,18500,115000,0,0,1,1,50-120k,23000.0,high
1705078251-528,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47,BMW 420 420D GRAN COUPÉ STEPTRONICCHF 19'900AB CHF 319 / MONAT4.5 / 6OCCASION03.2015113.300 KMAUTOMATDIESEL6814 (TI)PREISCHF 19'900FINANZIERUNGAB CHF 319 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 19'900,420d Gran Coupé Steptronic,Occasion03.2015113.300 kmAutomatDiesel6814 (TI),TI,6814,113.300,2015,19900,113300,0,0,0,1,50-120k,12588.89,medium
1705078251-529,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47,BMW 116 116ICHF 3'8006 / 6OCCASION05.2010167.000 KMMANUELLBENZIN4562 (SO)PREISCHF 3'8006 / 6ANFRAGEN MERKENDETAILS,CHF 3'800,116i,Occasion05.2010167.000 kmManuellBenzin4562 (SO),SO,4562,167.000,2010,3800,167000,0,0,0,0,120k+,11928.57,medium
1705078251-530,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=47,BMW X5 X5 XDRIVE 40E IPERFORMANCE STEPTRONICCHF 33'900AB CHF 543 / MONAT4.5 / 6OCCASION01.201699.860 KMAUTOMATBENZIN/ELEKTRO4132 (BL)PREISCHF 33'900FINANZIERUNGAB CHF 543 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 33'900,X5 xDrive 40e iPerformance Steptronic,Occasion01.201699.860 kmAutomatBenzin/Elektro4132 (BL),BL,4132,99.860,2016,33900,99860,0,0,1,1,50-120k,12482.5,medium
1705078257-531,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46,BMW 225 ACTIVE TOURER 225E XDRIVE ACTIVE TOURERCHF 60'500AB CHF 969 / MONAT3.5 / 6OCCASION12.20232.000 KMAUTOMATBENZIN/ELEKTRO9443 (SG)PREISCHF 60'500FINANZIERUNGAB CHF 969 / MONAT3.5 / 6ANFRAGEN MERKENDETAILS,CHF 60'500,225e xDrive Active Tourer,Occasion12.20232.000 kmAutomatBenzin/Elektro9443 (SG),SG,9443,2.000,2023,60500,2000,0,0,1,1,0-50k,2000.0,low
1705078257-532,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46,BMW 218 GRAN TOURER 218D XDRIVE GRAN TOURER STEPTRONICCHF 24'900AB CHF 399 / MONAT5 / 6OCCASION06.202049.600 KMAUTOMATDIESEL4132 (BL)PREISCHF 24'900FINANZIERUNGAB CHF 399 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 24'900,218d xDrive Gran Tourer Steptronic,Occasion06.202049.600 kmAutomatDiesel4132 (BL),BL,4132,49.600,2020,24900,49600,0,0,1,1,0-50k,12400.0,medium
1705078257-533,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46,BMW 223 223I ACTIVE TOURER XDRIVE M SPORT DKGCHF 58'300AB CHF 933 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO9443 (SG)PREISCHF 58'300FINANZIERUNGAB CHF 933 / MONATANFRAGEN MERKENDETAILS,CHF 58'300,223i Active Tourer xDrive M Sport DKG,Neuwagen10 kmAutomatBenzin/Elektro9443 (SG),SG,9443,,9443,58300,,0,0,1,1,,,
1705078257-534,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46,BMW X3 X3 XDRIVE 48V M40D TRAVEL STEPTRONICCHF 98'900AB CHF 1'583 / MONATNEUWAGEN10 KMAUTOMATELEKTRO/DIESEL8706 (ZH)PREISCHF 98'900FINANZIERUNGAB CHF 1'583 / MONATANFRAGEN MERKENDETAILS,CHF 98'900,X3 xDrive 48V M40d Travel Steptronic,Neuwagen10 kmAutomatElektro/Diesel8706 (ZH),ZH,8706,,8706,98900,,0,0,1,1,,,
1705078257-535,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46,BMW M440 M440I XDRIVE 48V CABRIOLET STEPTRONICCHF 61'900AB CHF 991 / MONAT4.5 / 6OCCASION10.202136.500 KMAUTOMATBENZIN/ELEKTRO6208 (LU)PREISCHF 61'900FINANZIERUNGAB CHF 991 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 61'900,M440i xDrive 48V Cabriolet Steptronic,Occasion10.202136.500 kmAutomatBenzin/Elektro6208 (LU),LU,6208,36.500,2021,61900,36500,0,0,1,1,0-50k,12166.67,medium
1705078257-536,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46,BMW X3 X3 XDRIVE 20I XLINE STEPTRONICCHF 38'900AB CHF 623 / MONAT5 / 6OCCASION10.201932.000 KMAUTOMATBENZIN8953 (ZH)PREISCHF 38'900FINANZIERUNGAB CHF 623 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 38'900,X3 xDrive 20i xLine Steptronic,Occasion10.201932.000 kmAutomatBenzin8953 (ZH),ZH,8953,32.000,2019,38900,32000,0,0,1,1,0-50k,6400.0,low
1705078257-537,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46,BMW 740 740D XDRIVE STEPTRONICCHF 61'900AB CHF 991 / MONAT5 / 6OCCASION04.201743.372 KMAUTOMATDIESEL6963 (TI)PREISCHF 61'900FINANZIERUNGAB CHF 991 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 61'900,740d xDrive Steptronic,Occasion04.201743.372 kmAutomatDiesel6963 (TI),TI,6963,43.372,2017,61900,43372,0,0,1,1,0-50k,6196.0,low
1705078257-538,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46,BMW X5 X5 XDRIVE 48V 40D M SPORT STEPTRONICCHF 64'900AB CHF 1'039 / MONAT5 / 6OCCASION05.202145.600 KMAUTOMATELEKTRO/DIESEL4132 (BL)PREISCHF 64'900FINANZIERUNGAB CHF 1'039 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 64'900,X5 xDrive 48V 40d M Sport Steptronic,Occasion05.202145.600 kmAutomatElektro/Diesel4132 (BL),BL,4132,45.600,2021,64900,45600,0,0,1,1,0-50k,15200.0,high
1705078257-539,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46,BMW X5 X5 XDRIVE45E M SPORT STEPTRONICCHF 82'900AB CHF 1'327 / MONAT4.5 / 6OCCASION12.202119.000 KMAUTOMATBENZIN/ELEKTRO5644 (AG)PREISCHF 82'900FINANZIERUNGAB CHF 1'327 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 82'900,X5 xDrive45e M Sport Steptronic,Occasion12.202119.000 kmAutomatBenzin/Elektro5644 (AG),AG,5644,19.000,2021,82900,19000,0,0,1,1,0-50k,6333.33,low
1705078257-540,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=46,BMW X5 X5 XDRIVE 25D STEPTRONICCHF 24'900AB CHF 399 / MONAT5 / 6OCCASION11.2017119.000 KMAUTOMATDIESEL1033 (VD)PREISCHF 24'900FINANZIERUNGAB CHF 399 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 24'900,X5 xDrive 25d Steptronic,Occasion11.2017119.000 kmAutomatDiesel1033 (VD),VD,1033,119.000,2017,24900,119000,0,0,1,1,50-120k,17000.0,high
1705078263-541,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45,BMW 118 118ICHF 53'900AB CHF 863 / MONATNEUWAGEN10 KMMANUELLBENZIN8500 (TG)PREISCHF 53'900FINANZIERUNGAB CHF 863 / MONATANFRAGEN MERKENDETAILS,CHF 53'900,118i,Neuwagen10 kmManuellBenzin8500 (TG),TG,8500,,8500,53900,,0,0,0,0,,,
1705078263-542,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45,BMW X3 X3 XDRIVE M STEPTRONICCHF 75'900AB CHF 1'215 / MONAT5 / 6OCCASION10.202135.000 KMAUTOMATBENZIN9494 (FL)PREISCHF 75'900FINANZIERUNGAB CHF 1'215 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 75'900,X3 xDrive M Steptronic,Occasion10.202135.000 kmAutomatBenzin9494 (FL),FL,9494,35.000,2021,75900,35000,0,0,1,1,0-50k,11666.67,medium
1705078263-543,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45,BMW X3 X3 XDRIVE M40I STEPTRONICCHF 61'900AB CHF 991 / MONAT4.5 / 6OCCASION09.202135.000 KMAUTOMATBENZIN9495 (FL)PREISCHF 61'900FINANZIERUNGAB CHF 991 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 61'900,X3 xDrive M40i Steptronic,Occasion09.202135.000 kmAutomatBenzin9495 (FL),FL,9495,35.000,2021,61900,35000,0,0,1,1,0-50k,11666.67,medium
1705078263-544,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45,BMW X3 X3 XDRIVE M COMPETITION STEPTRONICCHF 62'400AB CHF 999 / MONAT5 / 6OCCASION07.202053.500 KMAUTOMATBENZIN3123 (BE)PREISCHF 62'400FINANZIERUNGAB CHF 999 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 62'400,X3 xDrive M Competition Steptronic,Occasion07.202053.500 kmAutomatBenzin3123 (BE),BE,3123,53.500,2020,62400,53500,0,1,1,1,50-120k,13375.0,medium
1705078263-545,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45,BMW 230 230E XDRIVE ACTIVE TOURER M SPORTCHF 66'500AB CHF 1'065 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO8706 (ZH)PREISCHF 66'500FINANZIERUNGAB CHF 1'065 / MONATANFRAGEN MERKENDETAILS,CHF 66'500,230e xDrive Active Tourer M Sport,Neuwagen10 kmAutomatBenzin/Elektro8706 (ZH),ZH,8706,,8706,66500,,0,0,1,1,,,
1705078263-546,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45,BMW X3 X3 XDRIVE 30E M SPORTCHF 88'500AB CHF 1'417 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO8706 (ZH)PREISCHF 88'500FINANZIERUNGAB CHF 1'417 / MONATANFRAGEN MERKENDETAILS,CHF 88'500,X3 xDrive 30e M Sport,Neuwagen10 kmAutomatBenzin/Elektro8706 (ZH),ZH,8706,,8706,88500,,0,0,1,1,,,
1705078263-547,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45,BMW X7 X7 XDRIVE 48V 40D  M SPORT PRO STEPTRONICCHF 145'000AB CHF 2'321 / MONATNEUWAGEN10 KMAUTOMATELEKTRO/DIESEL8706 (ZH)PREISCHF 145'000FINANZIERUNGAB CHF 2'321 / MONATANFRAGEN MERKENDETAILS,CHF 145'000,X7 xDrive 48V 40d  M Sport Pro Steptronic,Neuwagen10 kmAutomatElektro/Diesel8706 (ZH),ZH,8706,,8706,145000,,0,0,1,1,,,
1705078263-548,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45,BMW X5 X5 XDRIVE 48V 40I M SPORT PRO STEPTRONICCHF 126'000AB CHF 2'017 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO8706 (ZH)PREISCHF 126'000FINANZIERUNGAB CHF 2'017 / MONATANFRAGEN MERKENDETAILS,CHF 126'000,X5 xDrive 48V 40i M Sport Pro Steptronic,Neuwagen10 kmAutomatBenzin/Elektro8706 (ZH),ZH,8706,,8706,126000,,0,0,1,1,,,
1705078263-549,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45,BMW M2 M2 STEPTRONICCHF 96'850AB CHF 1'551 / MONATNEUWAGEN10 KMAUTOMATBENZIN8404 (ZH)PREISCHF 96'850FINANZIERUNGAB CHF 1'551 / MONATANFRAGEN MERKENDETAILS,CHF 96'850,M2 Steptronic,Neuwagen10 kmAutomatBenzin8404 (ZH),ZH,8404,,8404,96850,,0,0,0,1,,,
1705078263-550,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=45,BMW M2 M2 COMPETITION DRIVELOGICCHF 61'900AB CHF 991 / MONAT4.5 / 6OCCASION06.202021.500 KMAUTOMATBENZIN8953 (ZH)PREISCHF 61'900FINANZIERUNGAB CHF 991 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 61'900,M2 Competition Drivelogic,Occasion06.202021.500 kmAutomatBenzin8953 (ZH),ZH,8953,21.500,2020,61900,21500,0,1,0,1,0-50k,5375.0,low
1705078269-551,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=44,BMW X6 X6 M50D STEPTRONICCHF 48'800AB CHF 781 / MONAT4.5 / 6OCCASION05.201571.800 KMAUTOMATDIESEL8280 (TG)PREISCHF 48'800FINANZIERUNGAB CHF 781 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 48'800,X6 M50d Steptronic,Occasion05.201571.800 kmAutomatDiesel8280 (TG),TG,8280,71.800,2015,48800,71800,0,0,0,1,50-120k,7977.78,low
1705078269-552,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=44,BMW X5 X5 XDRIVE 40I STEPTRONICCHF 58'900AB CHF 943 / MONAT3.5 / 6OCCASION03.201971.502 KMAUTOMATBENZIN8153 (ZH)PREISCHF 58'900FINANZIERUNGAB CHF 943 / MONAT3.5 / 6ANFRAGEN MERKENDETAILS,CHF 58'900,X5 xDrive 40i Steptronic,Occasion03.201971.502 kmAutomatBenzin8153 (ZH),ZH,8153,71.502,2019,58900,71502,0,0,1,1,50-120k,14300.4,medium
1705078269-553,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=44,BMW 318 318ICHF 2'500OCCASION03.2008232.775 KMMANUELLBENZIN3178 (FR)PREISCHF 2'500ANFRAGEN MERKENDETAILS,CHF 2'500,318i,Occasion03.2008232.775 kmManuellBenzin3178 (FR),FR,3178,232.775,2008,2500,232775,0,0,0,0,120k+,14548.44,medium
1705078269-554,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=44,BMW 318 318ICHF 5'900AB CHF 94 / MONAT5 / 6OCCASION02.2007176.000 KMMANUELLBENZIN3184 (FR)PREISCHF 5'900FINANZIERUNGAB CHF 94 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 5'900,318i,Occasion02.2007176.000 kmManuellBenzin3184 (FR),FR,3184,176.000,2007,5900,176000,0,0,0,0,120k+,10352.94,medium
1705078269-555,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=44,BMW 520 520D XDRIVE STEPTRONICCHF 16'800AB CHF 269 / MONAT5 / 6OCCASION06.2014146.286 KMAUTOMATDIESEL3613 (BE)PREISCHF 16'800FINANZIERUNGAB CHF 269 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 16'800,520d xDrive Steptronic,Occasion06.2014146.286 kmAutomatDiesel3613 (BE),BE,3613,146.286,2014,16800,146286,0,0,1,1,120k+,14628.6,medium
1705078269-556,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=44,BMW X5 X5 XDRIVE M50D STEPTRONICCHF 49'999AB CHF 800 / MONAT5 / 6OCCASION05.201858.200 KMAUTOMATDIESEL8311 (ZH)PREISCHF 49'999FINANZIERUNGAB CHF 800 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 49'999,X5 xDrive M50d Steptronic,Occasion05.201858.200 kmAutomatDiesel8311 (ZH),ZH,8311,58.200,2018,49999,58200,0,0,1,1,50-120k,9700.0,low
1705078269-557,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=44,BMW 120 120D XDRIVE STEPTRONIC M SPORTCHF 30'500AB CHF 488 / MONAT5 / 6OCCASION12.201957.380 KMAUTOMATDIESEL1206 (GE)PREISCHF 30'500FINANZIERUNGAB CHF 488 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 30'500,120d xDrive Steptronic M Sport,Occasion12.201957.380 kmAutomatDiesel1206 (GE),GE,1206,57.380,2019,30500,57380,0,0,1,1,50-120k,11476.0,medium
