web-scraper-order,model_raw,Location,PLZ,Year,price,km,luxury,competition,xDrive,automat,km_cat,km_per_year,lat,lon
1705078477-901,X1 xDrive 18d,NE,2105,2019,20900,131313.0,0,0,1,1,120k+,26262.6,46.94435501098633,6.6868109703063965
1705078477-902,i4 eDrive 40 M Sport,SG,9443,2022,63900,9900.0,0,0,0,1,0-50k,4950.0,47.3978271484375,9.643622398376465
1705078477-903,iX3,TG,8500,2021,46900,48000.0,0,0,0,1,0-50k,16000.0,47.549861907958984,8.935318946838379
1705078477-904,X6 xDrive 40d Steptronic,ZH,6340,2015,26900,188000.0,0,0,1,1,120k+,20888.89,47.179317474365234,8.530610084533691
1705078477-905,225xe iPerformance Active Tourer Steptronic,Plug-in,2105,2018,21900,67000.0,0,0,0,1,50-120k,11166.67,46.94435501098633,6.6868109703063965
1705078477-906,330i xDrive Steptronic M Sport,ZH,8305,2020,39900,52200.0,0,0,1,1,50-120k,13050.0,47.41460037231445,8.622008323669434
1705078477-907,M340i xDrive Steptronic,TG,9548,2021,45800,82000.0,0,0,1,1,50-120k,27333.33,47.51949691772461,8.934918403625488
1705078477-908,M2 Competition,AG,5702,2020,58900,15499.0,0,1,0,1,0-50k,3874.75,46.459197998046875,6.213508605957031
1705078477-909,116i Steptronic,TI,6963,2014,13500,76754.0,0,0,0,1,50-120k,7675.4,46.022743225097656,8.968234062194824
1705078477-910,750Li xDrive Steptronic,ZH,8055,2016,47000,78000.0,0,0,1,1,50-120k,9750.0,47.36334991455078,8.505910873413086
1705078483-911,X4 xDrive 20i xLine Steptronic,VD,1020,2021,41000,92000.0,0,0,1,1,50-120k,30666.67,46.529537200927734,6.5911664962768555
1705078483-912,X3 xDrive 30d Individual Steptronic,TG,8500,2019,34900,105000.0,0,0,1,1,50-120k,21000.0,47.549861907958984,8.935318946838379
1705078483-913,i8 Coupé,TI,6595,2015,69900,78500.0,0,0,0,1,50-120k,8722.22,46.18085479736328,8.883561134338379
1705078483-914,X1 xDrive 20d M Sport Steptronic,ZH,8404,2022,44900,25999.0,0,0,1,1,0-50k,12999.5,47.51799392700195,8.762868881225586
1705078483-915,X5 xDrive 30d Steptronic,FR,1723,2014,27980,169700.0,0,0,1,1,120k+,16970.0,46.78124237060547,7.1500959396362305
1705078483-916,X1 xDrive 25i M Sport Steptronic,TG,8570,2020,35970,54000.0,0,0,1,1,50-120k,13500.0,47.55803680419922,9.127224922180176
1705078483-917,X4 M 40i Steptronic,SZ,8807,2018,40500,99780.0,0,0,0,1,50-120k,16630.0,47.206363677978516,8.74649715423584
1705078483-918,X4 M 40i Steptronic,ZH,8112,2016,28900,122900.0,0,0,0,1,120k+,15362.5,47.45603942871094,8.384541511535645
1705078483-919,X5 xDrive M50d Steptronic,ZH,8112,2017,33900,151900.0,0,0,1,1,120k+,21700.0,47.45603942871094,8.384541511535645
1705078483-920,X1 xDrive 20d M Sport Steptronic,ZH,8112,2019,28900,50900.0,0,0,1,1,50-120k,10180.0,47.45603942871094,8.384541511535645
1705078487-921,330xd Touring,VD,1030,2007,2900,250000.0,0,0,0,0,120k+,14705.88,46.550113677978516,6.557084560394287
1705078487-922,316 ti Compact,VS,3960,2003,4500,143700.0,0,0,0,0,120k+,6842.86,46.28825378417969,7.534276485443115
1705078487-923,435i Coupé xDrive M Sport Steptronic,SG,7320,2015,22999,163000.0,0,0,1,1,120k+,18111.11,47.04939651489258,9.440610885620117
1705078487-924,530xd Steptronic,SH,8200,2009,6980,260000.0,0,0,0,1,120k+,17333.33,47.70847702026367,8.641925811767578
1705078487-925,520d Touring Steptronic,BE,2558,2012,6999,319000.0,0,0,0,1,120k+,26583.33,47.12178421020508,7.282993793487549
1705078487-926,X6 xDrive 40d Steptronic,TG,8587,2016,48500,96530.0,0,0,1,1,50-120k,12066.25,47.55695724487305,9.26944351196289
1705078487-927,420i Cabriolet Luxury Line Steptronic,BE,3177,2018,33900,12000.0,1,0,0,1,0-50k,2000.0,46.91633605957031,7.240109920501709
1705078487-928,Z4 M40i Steptronic,VD,1267,2020,48000,50000.0,0,0,0,1,0-50k,12500.0,46.4248046875,6.236273765563965
1705078487-929,M135i xDrive Steptronic,TG,8500,2012,24600,79900.0,0,0,1,1,50-120k,6658.33,47.549861907958984,8.935318946838379
1705078487-930,420i Coupé xDrive Luxury Line Steptronic,ZH,8700,2013,20270,96000.0,1,0,1,1,50-120k,8727.27,47.317588806152344,8.586783409118652
1705078492-931,X3 xDrive 20d,FR,3280,2015,21500,88000.0,0,0,1,0,50-120k,9777.78,46.932579040527344,7.119632720947266
1705078492-932,118i M Sport Pro Steptronic,ZH,8134,8134,41340,,0,0,0,1,,,47.325477600097656,8.52845287322998
1705078492-933,X1 xDrive 30e,AR,9100,2023,57650,6500.0,0,0,1,1,0-50k,6500.0,47.39616012573242,9.293279647827148
1705078492-934,650i,AG,5033,2005,10900,171000.0,0,0,0,0,120k+,9000.0,47.39361572265625,8.066350936889648
1705078492-935,iX3,TI,6500,2021,48500,37600.0,0,0,0,1,0-50k,12533.33,46.188255310058594,9.0117769241333
1705078492-936,116i Sport Line Steptronic,ZH,8427,2012,11900,84700.0,0,0,0,1,50-120k,7058.33,47.53140640258789,8.593351364135742
1705078492-937,X3 xDrive 35i Steptronic,SG,9450,2014,23900,120000.0,0,0,1,1,50-120k,12000.0,47.378875732421875,9.540489196777344
1705078492-938,135i Cabrio,SG,9475,2008,12600,168900.0,0,0,0,0,120k+,10556.25,47.128578186035156,9.490763664245605
1705078492-939,120d,BL,4410,2007,3500,190700.0,0,0,0,0,120k+,11217.65,47.47832107543945,7.751315593719482
1705078492-940,M140i xDrive Steptronic,ZH,8542,2017,34900,55300.0,0,0,1,1,50-120k,7900.0,47.521392822265625,8.794527053833008
1705078498-941,730d xDrive Steptronic,SO,4656,2017,39990,94500.0,0,0,1,1,50-120k,13500.0,47.3424072265625,7.925484657287598
1705078498-942,320d xDrive Touring Steptronic,ZH,8050,2009,6900,238800.0,0,0,1,1,120k+,15920.0,47.41262435913086,8.53308391571045
1705078498-943,X5 xDrive 40i Steptronic,JU,2800,2019,55990,47515.0,0,0,1,1,0-50k,9503.0,47.36297607421875,7.352839469909668
1705078498-944,i3s (120Ah) Fleet Edition,ZH,8404,2021,31900,13999.0,0,0,0,0,0-50k,4666.33,47.51799392700195,8.762868881225586
1705078498-945,530i xDrive 48V Luxury Line Steptronic,ZH,8604,2023,42990,24666.0,1,0,1,1,0-50k,24666.0,47.39078140258789,8.661730766296387
1705078498-946,320i Steptronic,ZH,8604,2020,29980,31567.0,0,0,0,1,0-50k,7891.75,47.39078140258789,8.661730766296387
1705078498-947,X2 xDrive 18d Steptronic,FR,1723,2019,19980,151345.0,0,0,1,1,120k+,30269.0,46.78124237060547,7.1500959396362305
1705078498-948,X1 xDrive 18d Steptronic,BE,3852,2020,26500,76100.0,0,0,1,1,50-120k,19025.0,46.70412063598633,7.897862911224365
1705078498-949,iX xDrive50,TG,8500,2022,92900,24000.0,0,0,1,1,0-50k,12000.0,47.549861907958984,8.935318946838379
1705078498-950,X1 sDrive 18i xLine,ZH,8048,2019,20800,61300.0,0,0,0,0,50-120k,12260.0,47.38456344604492,8.485977172851562
1705078503-951,iX xDrive40 Launch Edition,SG,9443,2021,68900,32000.0,0,0,1,1,0-50k,10666.67,47.3978271484375,9.643622398376465
1705078503-952,X6M Steptronic,LU,6020,2016,43900,163000.0,0,0,0,1,120k+,20375.0,47.07497024536133,8.270981788635254
1705078503-953,X2 M35i Steptronic,AG,5417,2021,44900,32000.0,0,0,0,1,0-50k,10666.67,47.50249099731445,8.241069793701172
1705078503-954,M550d xDrive Touring Steptronic,FR,3185,2012,22950,130000.0,0,0,1,1,120k+,10833.33,46.845802307128906,7.2523956298828125
1705078503-955,130i Steptronic,SO,4226,2010,10500,165680.0,0,0,0,1,120k+,11834.29,47.31277847290039,8.343064308166504
1705078503-956,330xd Touring,SG,7320,2006,6800,212000.0,0,0,0,1,120k+,11777.78,47.04939651489258,9.440610885620117
1705078503-957,320d xDrive Touring Sport Line Steptronic,ZH,8543,2016,19999,137000.0,0,0,1,1,120k+,17125.0,47.52437973022461,8.83703327178955
1705078503-958,Z4 sDrive30i,ZH,8153,2009,8999,221000.0,0,0,0,0,120k+,14733.33,47.4549560546875,8.524186134338379
1705078503-959,320d,GE,1219,2011,9900,157000.0,0,0,0,0,120k+,12076.92,46.86723709106445,8.761048316955566
1705078503-960,116i,BE,3250,2008,5900,173000.0,0,0,0,0,120k+,10812.5,47.067474365234375,7.302119731903076
1705078510-961,330e x DriveTouring Steptronic M Sport Pro,AG,5317,5317,90700,,0,0,0,1,,,46.28876876831055,8.66025161743164
1705078510-962,740d xDrive 48V M Sport Pro Steptronic,AG,5317,5317,167990,,0,0,1,1,,,46.28876876831055,8.66025161743164
1705078510-963,i4 M50 M Sport Pro,AG,5317,5317,98900,,0,0,0,1,,,46.28876876831055,8.66025161743164
1705078510-964,X7 xDrive 48V M60i Steptronic M Sport Pro,AG,5317,5317,143400,,0,0,1,1,,,46.28876876831055,8.66025161743164
1705078510-965,320d xDrive Touring Steptronic,ZH,8305,2019,25900,118100.0,0,0,1,1,50-120k,23620.0,47.41460037231445,8.622008323669434
1705078510-966,118i M Sport Steptronic,AG,5417,5417,46200,,0,0,0,1,,,47.50249099731445,8.241069793701172
1705078510-967,120d xDrive Steptronic M Sport,AG,5417,2023,39900,27000.0,0,0,1,1,0-50k,27000.0,47.50249099731445,8.241069793701172
1705078510-968,320d xDrive Touring Steptronic,ZH,8305,2019,27500,80900.0,0,0,1,1,50-120k,16180.0,47.41460037231445,8.622008323669434
1705078510-969,X3 xDrive 48V 20d Travel Steptronic,AG,5317,5317,81900,,0,0,1,1,,,46.28876876831055,8.66025161743164
1705078510-970,X1 xDrive 23i 48V,ZH,6340,2023,49900,23900.0,0,0,1,1,0-50k,23900.0,47.179317474365234,8.530610084533691
1705078520-971,M140i xDrive Steptronic,BE,3176,2019,37900,54500.0,0,0,1,1,50-120k,10900.0,46.8940315246582,7.301405429840088
1705078520-972,X5 xDrive M50d Steptronic,LU,6010,2020,67900,65500.0,0,0,1,1,50-120k,16375.0,47.044532775878906,8.272661209106445
1705078520-973,M3,SG,9430,1989,119000,146000.0,0,0,0,0,120k+,4171.43,47.45842742919922,9.61307430267334
1705078520-974,125i Cabrio Steptronic,ZG,6312,2010,14800,100400.0,0,0,0,1,50-120k,7171.43,47.19575881958008,8.484529495239258
1705078520-975,M135i xDrive Steptronic,TG,8500,2021,42900,61000.0,0,0,1,1,50-120k,20333.33,47.549861907958984,8.935318946838379
1705078520-976,X5 xDrive 48V 40d M Sport Pro Steptronic,LU,6015,6015,127900,,0,0,1,1,,,47.06412887573242,8.28309440612793
1705078520-977,X1 xDrive 20d 48V,AG,5317,5317,60900,,0,0,1,1,,,46.28876876831055,8.66025161743164
1705078520-978,118i,SG,9016,2020,26900,18000.0,0,0,0,0,0-50k,4500.0,47.44694519042969,9.404833793640137
1705078520-979,120d xDrive Steptronic Sport Line,ZH,8032,2023,36800,19000.0,0,0,1,1,0-50k,19000.0,47.36629867553711,8.562403678894043
1705078520-980,X5M Competition Steptronic Competition,AG,5317,2021,300000,25000.0,0,1,0,1,0-50k,8333.33,46.28876876831055,8.66025161743164
1705078526-981,325i xDrive Coupé,LU,6016,2009,8500,136000.0,0,0,1,0,120k+,9066.67,47.06492614746094,8.19257640838623
1705078526-982,X6 M50d Steptronic,LU,6026,2015,39900,104267.0,0,0,0,1,50-120k,11585.22,47.125675201416016,8.255141258239746
1705078526-983,X5 xDrive45e M Sport Steptronic,VD,1267,2020,63000,70000.0,0,0,1,1,50-120k,17500.0,46.4248046875,6.236273765563965
1705078526-984,X5 xDrive 40d Steptronic,ZH,8635,2016,45900,86000.0,0,0,1,1,50-120k,10750.0,47.27588653564453,8.875700950622559
1705078526-985,X1 xDrive 23d 48V M Sport,ZH,8153,2023,58900,14706.0,0,0,1,1,0-50k,14706.0,47.4549560546875,8.524186134338379
1705078526-986,520d Touring Steptronic,ZH,8548,2010,12000,182200.0,0,0,0,1,120k+,13014.29,47.56303024291992,8.825231552124023
1705078526-987,535i xDrive Touring Steptronic,GE,1242,2012,12500,173200.0,0,0,1,1,120k+,14433.33,46.21654510498047,6.056563377380371
1705078526-988,330i xDrive Steptronic M Sport,ZH,8154,2020,42888,44000.0,0,0,1,1,0-50k,11000.0,47.48006820678711,8.524243354797363
1705078526-989,X3 xDrive 30d Steptronic,BL,4450,2013,11600,142200.0,0,0,1,1,120k+,12927.27,47.462215423583984,7.8094048500061035
1705078526-990,X3 M40d 48V Steptronic Individual,ZH,8152,2021,65800,34000.0,0,0,0,1,0-50k,11333.33,47.43075180053711,8.577886581420898
