web-scraper-order,model_raw,Location,PLZ,Year,price,km,luxury,competition,xDrive,automat,km_cat,km_per_year,lat,lon
1705078131-317,220d xDrive Active Tourer M Sport Steptronic,LU,6015,2016,18900,94000.0,0,0,1,1,50-120k,11750.0,47.06412887573242,8.28309440612793
1705078131-318,M4 Coupé Competition,SO,4614,2021,69800,26500.0,0,1,0,1,0-50k,8833.33,47.3318977355957,7.83531379699707
1705078131-319,iX1 xDrive 30,SG,9443,2023,61700,4000.0,0,0,1,1,0-50k,4000.0,47.3978271484375,9.643622398376465
1705078131-320,i3s (120Ah),SO,4614,2020,27500,43500.0,0,0,0,1,0-50k,10875.0,47.3318977355957,7.83531379699707
1705078137-321,X5 xDrive 35i Steptronic,SG,9205,2014,31990,78200.0,0,0,1,1,50-120k,7820.0,47.462528228759766,9.265779495239258
1705078137-322,M2 Steptronic,BE,3400,3400,77560,,0,0,0,1,,,47.05270767211914,7.623175144195557
1705078137-323,218d xDrive Gran Tourer Steptronic Fleet Edition,LU,6015,2019,14850,135000.0,0,0,1,1,120k+,27000.0,47.06412887573242,8.28309440612793
1705078137-324,X3 xDrive 20d (2.0d) Steptronic,ZH,8105,2008,4900,212000.0,0,0,1,1,120k+,13250.0,47.44045639038086,8.478424072265625
1705078137-325,525d Touring xDrive Luxury Line Steptronic,BE,3612,2014,12499,229250.0,1,0,1,1,120k+,22925.0,46.7801399230957,7.635182857513428
1705078137-326,428i Coupé xDrive M Sport Steptronic,SG,9470,2016,17900,146000.0,0,0,1,1,120k+,18250.0,47.17161178588867,9.4652738571167
1705078137-327,X5 xDrive 48V 40d M Sport Pro Steptronic,SO,4624,2024,124000,4000.0,0,0,1,1,0-50k,inf,47.30917739868164,7.818492412567139
1705078137-328,X3 M40d Steptronic,TG,8570,2018,39999,125000.0,0,0,0,1,120k+,20833.33,47.55803680419922,9.127224922180176
1705078137-329,116d Steptronic,SO,4574,2020,18900,93200.0,0,0,0,1,50-120k,23300.0,47.19200134277344,7.498366832733154
1705078137-330,116i Steptronic,SO,4574,2014,16900,50800.0,0,0,0,1,50-120k,5080.0,47.19200134277344,7.498366832733154
1705078143-331,X6M Steptronic,ZH,8105,2018,62800,72800.0,0,0,0,1,50-120k,12133.33,47.44045639038086,8.478424072265625
1705078143-332,X6 M50i Steptronic,GR,7000,2020,71900,104000.0,0,0,0,1,50-120k,26000.0,46.864017486572266,9.535412788391113
1705078143-333,320d xDrive Luxury Line Steptronic,FR,1726,2019,31900,96000.0,1,0,1,1,50-120k,19200.0,46.718807220458984,7.061389446258545
1705078143-334,420d 48V Gran Coupé M Sport Steptronic,ZH,8051,2023,48500,5800.0,0,0,0,1,0-50k,5800.0,47.40443420410156,8.563179969787598
1705078143-335,X6 xDrive 40d Steptronic,FR,1654,2010,14900,185000.0,0,0,1,1,120k+,13214.29,46.63385772705078,7.158814430236816
1705078143-336,X5 xDrive M50d Steptronic,ZH,8181,2015,34500,169600.0,0,0,1,1,120k+,18844.44,47.509178161621094,8.503972053527832
1705078143-337,335i xDrive Touring Steptronic,SG,9434,2014,21900,154500.0,0,0,1,1,120k+,15450.0,47.43368148803711,9.634199142456055
1705078143-338,320d xDrive 48V Touring Steptronic,ZH,6340,2023,47900,28271.0,0,0,1,1,0-50k,28271.0,47.179317474365234,8.530610084533691
1705078143-339,330i x-Drive Steptronic,VD,1852,2008,7500,178000.0,0,0,0,1,120k+,11125.0,46.36145782470703,6.9215006828308105
1705078143-340,M140i xDrive Steptronic,SG,9450,2019,32800,47000.0,0,0,1,1,0-50k,9400.0,47.378875732421875,9.540489196777344
1705078150-341,320d xDrive 48V Touring Steptronic M Sport,ZH,8404,2022,46900,27999.0,0,0,1,1,0-50k,13999.5,47.51799392700195,8.762868881225586
1705078150-342,X3 xDrive 20i M Sport Steptronic,LU,6035,2020,39850,47247.0,0,0,1,1,0-50k,11811.75,47.11640167236328,8.378366470336914
1705078150-343,223i Active Tourer Luxury Line DKG,LU,6015,2023,45900,5000.0,1,0,0,1,0-50k,5000.0,47.06412887573242,8.28309440612793
1705078150-344,M3 Competition M xDrive,SG,9245,2022,89490,26600.0,0,1,1,1,0-50k,13300.0,47.45352554321289,9.163141250610352
1705078150-345,X2 xDrive 20i M Sport Steptronic,ZH,8604,2022,34980,3940.0,0,0,1,1,0-50k,1970.0,47.39078140258789,8.661730766296387
1705078150-346,230i Steptronic Sport Line,SO,4614,2018,23800,79500.0,0,0,0,1,50-120k,13250.0,47.3318977355957,7.83531379699707
1705078150-347,X5 xDrive 48V 30d M Sport Steptronic,ZH,8953,2022,79900,21500.0,0,0,1,1,0-50k,10750.0,47.40451431274414,8.402215957641602
1705078150-348,120d xDrive Steptronic M Sport,BL,4147,2023,37999,18500.0,0,0,1,1,0-50k,18500.0,47.465938568115234,7.600322723388672
1705078150-349,i3s (120Ah) Fleet Edition,BL,4132,2020,26900,16200.0,0,0,0,1,0-50k,4050.0,47.52479553222656,7.647059917449951
1705078150-350,M235i Gran Coupé xDrive Pure M Sport Steptronic,GR,7000,2021,45900,41700.0,0,0,1,1,0-50k,13900.0,46.864017486572266,9.535412788391113
1705078157-351,320i xDrive Touring Steptronic,TG,8590,2014,5999,199999.0,0,0,1,1,120k+,19999.9,47.555030822753906,9.361129760742188
1705078157-352,X3 xDrive 35d Steptronic,TG,8590,2011,7500,216000.0,0,0,1,1,120k+,16615.38,47.555030822753906,9.361129760742188
1705078157-353,528i xDrive Touring Steptronic,BS,4058,2013,16900,107800.0,0,0,1,1,50-120k,9800.0,47.56646728515625,7.618316173553467
1705078157-354,118i Steptronic,LU,6110,2008,5900,184200.0,0,0,0,1,120k+,11512.5,47.028663635253906,8.057028770446777
1705078157-355,X6 xDrive 40d Steptronic,ZH,8212,2018,48900,73700.0,0,0,1,1,50-120k,12283.33,47.68301010131836,8.612418174743652
1705078157-356,330i Touring xDrive Steptronic M Sport,ZH,8714,2019,36400,89500.0,0,0,1,1,50-120k,17900.0,47.24775314331055,8.78890323638916
1705078157-357,320i Touring Steptronic,SO,4625,2013,9800,193000.0,0,0,0,1,120k+,17545.45,47.310768127441406,7.766098499298096
1705078157-358,X6 M50d Steptronic,ZH,8050,2016,45000,115000.0,0,0,0,1,50-120k,14375.0,47.41262435913086,8.53308391571045
1705078157-359,440i Gran Coupé xDrive M Sport Steptronic,ZH,8953,2018,31900,122000.0,0,0,1,1,120k+,20333.33,47.40451431274414,8.402215957641602
1705078157-360,iX3 Inspiring,TG,8500,8500,76900,,0,0,0,1,,,47.549861907958984,8.935318946838379
1705078162-361,125d Sport Line Steptronic,ZH,8302,2014,16880,148000.0,0,0,0,1,120k+,14800.0,47.462501525878906,8.579726219177246
1705078162-362,X1 sDrive 20i 48V M Sport,FR,1726,2023,51900,9400.0,0,0,0,1,0-50k,9400.0,46.718807220458984,7.061389446258545
1705078162-363,X3 xDrive 20i xLine,LU,6208,2019,39400,33700.0,0,0,1,1,0-50k,6740.0,47.14556121826172,8.099379539489746
1705078162-364,225i Active Tourer Luxury Line Steptronic,AG,5417,2014,17900,81000.0,1,0,0,1,50-120k,8100.0,47.50249099731445,8.241069793701172
1705078162-365,X5M Steptronic,ZH,8051,2015,56800,77500.0,0,0,0,1,50-120k,8611.11,47.40443420410156,8.563179969787598
1705078162-366,M3 Drivelogic,GR,7000,2014,53900,124000.0,0,0,0,1,120k+,12400.0,46.864017486572266,9.535412788391113
1705078162-367,M440i xDrive 48V Cabriolet M Sport PRO Steptronic,BE,3422,2023,69000,6900.0,0,0,1,1,0-50k,6900.0,47.09091567993164,7.562155246734619
1705078162-368,116d,FR,1726,2019,17900,99000.0,0,0,0,0,50-120k,19800.0,46.718807220458984,7.061389446258545
1705078162-369,840d xDrive M Sport Steptronic,SO,4625,2020,48900,148000.0,0,0,1,1,120k+,37000.0,47.310768127441406,7.766098499298096
1705078162-370,430i xDrive Gran Coupé M Sport Steptronic,ZH,6340,2023,64900,11600.0,0,0,1,1,0-50k,11600.0,47.179317474365234,8.530610084533691
1705078167-371,X6 xDrive 50i Steptronic,BE,3282,2015,39900,103000.0,0,0,1,1,50-120k,11444.44,47.039676666259766,7.265631675720215
1705078167-372,540d xDrive 48V Touring M Sport Pro Steptronic,TG,8580,2023,68800,15900.0,0,0,1,1,0-50k,15900.0,47.54876708984375,9.304634094238281
1705078167-373,X3 M40i,TG,8580,2023,69800,13800.0,0,0,0,1,0-50k,13800.0,47.54876708984375,9.304634094238281
1705078167-374,Z4 sDrive23i Steptronic,VS,1893,2009,16900,163000.0,0,0,0,1,120k+,10866.67,46.27883529663086,6.9272379875183105
1705078167-375,X1 xDrive 20i Steptronic,VD,1110,2020,33900,63500.0,0,0,1,1,50-120k,15875.0,46.514862060546875,6.4984846115112305
1705078167-376,X3 xDrive M40i Steptronic,LU,6045,2021,59999,38000.0,0,0,1,1,0-50k,12666.67,47.05596923828125,8.380474090576172
1705078167-377,X5 xDrive 40i xLine Steptronic,GR,7130,2019,49000,71000.0,0,0,1,1,50-120k,14200.0,46.77409362792969,9.204800605773926
1705078167-378,X3 xDrive 48V M40d Steptronic,TG,8500,8500,99900,,0,0,1,1,,,47.549861907958984,8.935318946838379
1705078167-379,i3s (120Ah),SO,4614,2021,28800,19800.0,0,0,0,0,0-50k,6600.0,47.3318977355957,7.83531379699707
1705078167-380,320d xDrive Touring Steptronic,GL,8865,2011,9500,178800.0,0,0,1,1,120k+,13753.85,47.13931655883789,9.038930892944336
1705078173-381,120d,BE,3176,2004,1999,467664.0,0,0,0,0,120k+,23383.2,46.8940315246582,7.301405429840088
1705078173-382,X3 3.0Si,VD,1123,2006,3900,254000.0,0,0,0,1,120k+,14111.11,46.573001861572266,6.512213706970215
1705078173-383,X1 xDrive 20d Steptronic,ZH,8620,2010,6900,183000.0,0,0,1,1,120k+,13071.43,47.308982849121094,8.79793643951416
1705078173-384,X1 xDrive 20i Steptronic,ZH,8620,2013,6999,151000.0,0,0,1,1,120k+,13727.27,47.308982849121094,8.79793643951416
1705078173-385,435d Gran Coupé xDrive M Sport Steptronic,GR,7302,2015,27500,122000.0,0,0,1,1,120k+,13555.56,46.966915130615234,9.555375099182129
1705078173-386,218d xDrive Gran Tourer Sport Line Steptronic,BE,3048,2017,22800,58000.0,0,0,1,1,50-120k,8285.71,46.978904724121094,7.463196754455566
1705078173-387,328i A,BE,3612,1995,12499,165400.0,0,0,0,1,120k+,5703.45,46.7801399230957,7.635182857513428
1705078173-388,340i xDrive Touring Edition M Sport Steptronic,BE,3628,2019,40999,75500.0,0,0,1,1,50-120k,15100.0,46.794925689697266,7.573968410491943
1705078173-389,320d xDrive Touring Steptronic,SO,4574,2014,14900,149400.0,0,0,1,1,120k+,14940.0,47.19200134277344,7.498366832733154
1705078173-390,750i xDrive Steptronic,SG,9604,2019,72900,78000.0,0,0,1,1,50-120k,15600.0,47.39810562133789,9.083876609802246
1705078178-391,428i Coupé xDrive Luxury Line Steptronic,ZH,8620,2013,19900,121000.0,1,0,1,1,120k+,11000.0,47.308982849121094,8.79793643951416
1705078178-392,X3 xDrive 20d Steptronic,ZH,8424,2018,33900,74200.0,0,0,1,1,50-120k,12366.67,47.50142288208008,8.599289894104004
1705078178-393,M240i xDrive Steptronic,ZH,8424,2018,35900,41000.0,0,0,1,1,0-50k,6833.33,47.50142288208008,8.599289894104004
1705078178-394,X1 sDrive 18i,TI,6500,2021,29900,40200.0,0,0,0,0,0-50k,13400.0,46.188255310058594,9.0117769241333
1705078178-395,X3 xDrive 30e Travel,TI,6500,6500,95000,,0,0,1,1,,,46.188255310058594,9.0117769241333
1705078178-396,X1 xDrive 18d Steptronic,ZH,8340,2014,13600,109000.0,0,0,1,1,50-120k,10900.0,47.3072509765625,8.82162094116211
1705078178-397,X5 xDrive 48V 40i M Sport Steptronic,ZH,8620,2022,69900,60200.0,0,0,1,1,50-120k,30100.0,47.308982849121094,8.79793643951416
1705078178-398,220d xDrive Gran Tourer Steptronic,FR,3178,2016,14990,159500.0,0,0,1,1,120k+,19937.5,46.89778137207031,7.229503631591797
1705078178-399,X5 xDrive M50i Steptronic,ZH,6340,2023,109800,7400.0,0,0,1,1,0-50k,7400.0,47.179317474365234,8.530610084533691
1705078178-400,X3 xDrive M40i Steptronic,ZH,8706,2020,54900,39990.0,0,0,1,1,0-50k,9997.5,47.266754150390625,8.651280403137207
1705078183-401,220d xDrive Gran Tourer Steptronic Travel Edition,BE,3123,2021,43200,27000.0,0,0,1,1,0-50k,9000.0,46.90315628051758,7.502532005310059
1705078183-402,640d Gran Coupé xDrive,LU,6030,2016,25900,179900.0,0,0,1,1,120k+,22487.5,47.07193374633789,8.346718788146973
1705078183-403,X7 xDrive 48V 40d  M Sport Pro Steptronic,LU,6015,6015,134900,,0,0,1,1,,,47.06412887573242,8.28309440612793
1705078183-404,X1 xDrive 20i Steptronic,GR,7000,2020,37800,51000.0,0,0,1,1,50-120k,12750.0,46.864017486572266,9.535412788391113
1705078183-405,X5 xDrive 40d Steptronic,BL,4455,2015,30000,140000.0,0,0,1,1,120k+,15555.56,47.4470329284668,7.802440166473389
1705078183-406,M4 Cabriolet DKG,BL,4455,2018,70000,33996.0,0,0,0,1,0-50k,5666.0,47.4470329284668,7.802440166473389
1705078183-407,X1 xDrive 20d 48V M Sport,ZH,8032,8032,59800,,0,0,1,1,,,47.36629867553711,8.562403678894043
1705078183-408,M3 Touring xDrive Competition M,ZH,8032,8032,117800,,0,1,1,1,,,47.36629867553711,8.562403678894043
1705078183-409,iX1 xDrive 30 M Sport,ZH,8032,8032,62800,,0,0,1,0,,,47.36629867553711,8.562403678894043
1705078183-410,M135i xDrive M Sport Pro Steptronic,ZH,8048,8048,64800,,0,0,1,1,,,47.38456344604492,8.485977172851562
1705078188-411,118i Steptronic,SG,9450,2016,12900,145512.0,0,0,0,1,120k+,18189.0,47.378875732421875,9.540489196777344
1705078188-412,325i Touring,ZH,8153,2006,6900,183344.0,0,0,0,1,120k+,10185.78,47.4549560546875,8.524186134338379
1705078188-413,i5 M60 xDrive M Sport Pro,VD,1267,2024,127400,1500.0,0,0,1,1,0-50k,inf,46.4248046875,6.236273765563965
1705078188-414,335i GT xDrive Sport Line Steptronic,VD,1123,2014,16900,151000.0,0,0,1,1,120k+,15100.0,46.573001861572266,6.512213706970215
1705078188-415,320Ci Cabriolet,ZH,8153,2003,5900,213439.0,0,0,0,0,120k+,10163.76,47.4549560546875,8.524186134338379
1705078188-416,X4 xDrive 48V M40d Steptronic,TG,8580,2023,69800,13800.0,0,0,1,1,0-50k,13800.0,47.54876708984375,9.304634094238281
1705078188-417,X5 xDrive M50d Steptronic,BE,3007,2016,39990,133500.0,0,0,1,1,120k+,16687.5,47.359886169433594,9.263262748718262
1705078188-418,X5 xDrive 25d Steptronic,BS,4052,2015,24800,121926.0,0,0,1,1,120k+,13547.33,47.548336029052734,7.608410358428955
1705078188-419,435d Cabriolet xDrive M Sport Steptronic,LU,6353,2015,23999,92000.0,0,0,1,1,50-120k,10222.22,47.03221130371094,8.399726867675781
1705078188-420,X3 xDrive 30d Steptronic,SG,8716,2013,12900,206000.0,0,0,1,1,120k+,18727.27,47.23027038574219,8.958210945129395
1705078193-421,iX xDrive50,ZH,8953,2022,78900,13000.0,0,0,1,1,0-50k,6500.0,47.40451431274414,8.402215957641602
1705078193-422,M550i xDrive Steptronic,AG,5623,2019,54900,79900.0,0,0,1,1,50-120k,15980.0,47.298370361328125,8.30258846282959
1705078193-423,118i Steptronic M Sport,TI,6500,2020,27900,56000.0,0,0,0,1,50-120k,14000.0,46.188255310058594,9.0117769241333
1705078193-424,M440i xDrive 48V Coupé Steptronic,ZH,8620,2021,52900,5140.0,0,0,1,1,0-50k,1713.33,47.308982849121094,8.79793643951416
1705078193-425,X6M Steptronic,ZH,8105,2018,62800,72800.0,0,0,0,1,50-120k,12133.33,47.44045639038086,8.478424072265625
1705078193-426,520d xDrive 48V M Sport Steptronic,BL,4147,2024,79999,3000.0,0,0,1,1,0-50k,inf,47.465938568115234,7.600322723388672
1705078193-427,X1 xDrive 20i xLine Steptronic,SG,9434,2016,20500,94000.0,0,0,1,1,50-120k,11750.0,47.43368148803711,9.634199142456055
1705078193-428,530d Touring Steptronic,SH,8200,2008,3990,242000.0,0,0,0,1,120k+,15125.0,47.70847702026367,8.641925811767578
1705078193-429,116d Efficient-Dynamics Edition Sport Line,ZH,8902,2014,9900,134000.0,0,0,0,0,120k+,13400.0,47.38230895996094,8.42630386352539
1705078193-430,X3 2.5i,SH,8200,2005,3999,206306.0,0,0,0,1,120k+,10858.21,47.70847702026367,8.641925811767578
1705078198-431,M340d xDrive 48V Touring Steptronic M Sport Pro,SG,9000,2023,73900,11000.0,0,0,1,1,0-50k,11000.0,47.426551818847656,9.383102416992188
1705078198-432,530i xDrive Pure M Sport Edition Steptronic,SZ,8808,2020,46900,59000.0,0,0,1,1,50-120k,14750.0,47.19788360595703,8.765377044677734
1705078198-433,X3 xDrive 48V 20d Individual M Sport Steptronic,VD,1000,2021,42500,64000.0,0,0,1,1,50-120k,21333.33,46.553287506103516,6.698237895965576
1705078198-434,X1 xDrive 20d M Sport Steptronic,VS,1950,2017,28999,95000.0,0,0,1,1,50-120k,13571.43,46.235191345214844,7.360204219818115
1705078198-435,118d xDrive,ZH,8623,2018,17800,74000.0,0,0,1,0,50-120k,12333.33,47.33500289916992,8.814070701599121
1705078198-436,318Ci Cabriolet,BE,4538,2006,7800,119000.0,0,0,0,0,50-120k,6611.11,47.250301361083984,7.6757025718688965
1705078198-437,330i Touring xDrive Steptronic M Sport,ZH,8604,2023,44800,20000.0,0,0,1,1,0-50k,20000.0,47.39078140258789,8.661730766296387
1705078198-438,M3 Touring xDrive Competition M,ZH,8051,8051,145900,,0,1,1,1,,,47.40443420410156,8.563179969787598
1705078198-439,X5 xDrive M50d Steptronic,VD,1032,2019,64900,75000.0,0,0,1,1,50-120k,15000.0,46.56056594848633,6.6146769523620605
1705078198-440,M340i xDriveTouring Steptronic M Sport,ZH,8953,2020,54900,48400.0,0,0,1,1,0-50k,12100.0,47.40451431274414,8.402215957641602
1705078204-441,330xd,VD,1852,2006,4900,290000.0,0,0,0,1,120k+,16111.11,46.36145782470703,6.9215006828308105
1705078204-442,X1 xDrive 20i Steptronic,SG,8716,2017,25500,32900.0,0,0,1,1,0-50k,4700.0,47.23027038574219,8.958210945129395
1705078204-443,325d Touring,TG,8587,2008,6999,227977.0,0,0,0,0,120k+,14248.56,47.55695724487305,9.26944351196289
1705078204-444,X6 xDrive 40d Steptronic,TG,8587,2011,19950,172000.0,0,0,1,1,120k+,13230.77,47.55695724487305,9.26944351196289
1705078204-445,320d xDrive Touring Sport Line Steptronic,SO,4632,2019,24900,124429.0,0,0,1,1,120k+,24885.8,47.35901641845703,7.872495651245117
1705078204-446,318d,ZH,8153,2006,4900,310043.0,0,0,0,0,120k+,17224.61,47.4549560546875,8.524186134338379
1705078204-447,325d Touring,TG,8587,2007,6700,235000.0,0,0,0,0,120k+,13823.53,47.55695724487305,9.26944351196289
1705078204-448,X5 xDrive 40e iPerformance Steptronic,TG,8280,2016,37900,87500.0,0,0,1,1,50-120k,10937.5,47.65008544921875,9.177812576293945
1705078204-449,X6 xDrive 35i Steptronic,SO,4574,2009,17900,158400.0,0,0,1,1,120k+,10560.0,47.19200134277344,7.498366832733154
1705078204-450,X3 xDrive 20d Steptronic,SO,4632,2015,27900,89810.0,0,0,1,1,50-120k,9978.89,47.35901641845703,7.872495651245117
1705078208-451,123d,VD,1407,2011,9500,178850.0,0,0,0,0,120k+,13757.69,46.90303039550781,8.22297191619873
1705078208-452,X6 M50d Steptronic,TG,8500,2015,49900,63000.0,0,0,0,1,50-120k,7000.0,47.549861907958984,8.935318946838379
1705078208-453,X5 xDrive 40i Steptronic,AG,5001,2019,61800,91900.0,0,0,1,1,50-120k,18380.0,46.22880172729492,9.038778305053711
1705078208-454,118i M Sport Steptronic,ZH,8413,2021,28300,22400.0,0,0,0,1,0-50k,7466.67,47.53014373779297,8.63697338104248
1705078208-455,X2 xDrive 18d,ZH,8404,2019,19900,120000.0,0,0,1,1,50-120k,24000.0,47.51799392700195,8.762868881225586
1705078208-456,M2 Steptronic,BE,2504,2504,86800,,0,0,0,1,,,47.14575958251953,7.270869731903076
1705078208-457,M3 Competition M xDrive,SG,8887,2023,94900,23000.0,0,1,1,1,0-50k,23000.0,47.04740905761719,9.419466972351074
1705078208-458,X5M Steptronic,ZH,8051,2015,56800,77500.0,0,0,0,1,50-120k,8611.11,47.40443420410156,8.563179969787598
1705078208-459,525d Steptronic,BE,3661,2010,7999,198000.0,0,0,0,1,120k+,14142.86,46.7323112487793,9.383334159851074
1705078208-460,330i xDrive Touring M Sport Steptronic,TG,8532,2016,27900,99000.0,0,0,1,1,50-120k,12375.0,47.58451843261719,8.873852729797363
1705078215-461,X5 xDrive M50d Steptronic,AG,5702,2020,68900,57300.0,0,0,1,1,50-120k,14325.0,46.459197998046875,6.213508605957031
1705078215-462,i7 xDrive 60,AG,5702,2023,129900,19900.0,0,0,1,0,0-50k,19900.0,46.459197998046875,6.213508605957031
1705078215-463,X3 xDrive M Steptronic,TG,9542,2021,64890,41650.0,0,0,1,1,0-50k,13883.33,47.47294616699219,8.975417137145996
1705078215-464,Z4 sDrive 20i M Sport Steptronic,BE,3172,3172,64500,,0,0,0,1,,,46.92572021484375,7.3785576820373535
1705078215-465,i4 eDrive 35,BE,3172,3172,67200,,0,0,0,1,,,46.92572021484375,7.3785576820373535
1705078215-466,X5 xDrive 40d Steptronic,SG,9244,2014,33900,108000.0,0,0,1,1,50-120k,10800.0,47.448585510253906,9.142716407775879
1705078215-467,645i,BE,3174,2004,5900,281000.0,0,0,0,1,120k+,14050.0,46.8956413269043,7.3523664474487305
1705078215-468,530d Touring xDrive Steptronic,BE,3250,2016,19999,156000.0,0,0,1,1,120k+,19500.0,47.067474365234375,7.302119731903076
1705078215-469,X5 xDrive 48V 30d Steptronic,TI,6702,2022,69000,48000.0,0,0,1,1,0-50k,24000.0,47.372623443603516,7.236435413360596
1705078215-470,120i,SH,8240,2004,3900,178300.0,0,0,0,0,120k+,8915.0,47.752769470214844,8.70417594909668
1705078221-471,X3 xDrive 30d Steptronic,AG,5644,2016,12500,235000.0,0,0,1,1,120k+,29375.0,47.2278938293457,8.373826026916504
1705078221-472,428i Gran Coupé xDrive Steptronic,BE,3315,2014,21950,119000.0,0,0,1,1,50-120k,11900.0,47.130332946777344,7.53923225402832
1705078221-473,X5 xDrive 48V 40d M Sport Steptronic,ZH,8117,2022,89900,30300.0,0,0,1,1,0-50k,15150.0,47.37153244018555,8.638799667358398
1705078221-474,316i Compact,BS,4059,1995,2000,207391.0,0,0,0,1,120k+,7151.41,47.527809143066406,7.599246025085449
1705078221-475,128ti Steptronic,BE,3176,3176,55900,,0,0,0,1,,,46.8940315246582,7.301405429840088
1705078221-476,X5 xDrive 48V 40i M Sport Pro Steptronic,SG,9500,9500,127300,,0,0,1,1,,,47.46745300292969,9.041117668151855
1705078221-477,X2 M35i Steptronic,LU,6208,2020,37800,62700.0,0,0,0,1,50-120k,15675.0,47.14556121826172,8.099379539489746
1705078221-478,i3 (60Ah) Range Extender,ZH,8112,2015,12900,52700.0,0,0,0,1,50-120k,5855.56,47.45603942871094,8.384541511535645
1705078221-479,X3 xDrive M40i Steptronic,SZ,6405,2019,58900,44500.0,0,0,1,1,0-50k,8900.0,47.10770034790039,8.459235191345215
1705078221-480,X3 xDrive M40i Steptronic,AG,5702,2020,47900,59900.0,0,0,1,1,50-120k,14975.0,46.459197998046875,6.213508605957031
1705078226-481,325i,AG,5621,2002,1999,199000.0,0,0,0,0,120k+,9045.45,47.34622573852539,8.355712890625
1705078226-482,328i xDrive Touring,GR,7205,2013,13000,174000.0,0,0,1,1,120k+,15818.18,46.957462310791016,9.55488395690918
1705078226-483,M5 xDrive Competition Drivelogic,ZH,8302,2019,108880,33000.0,0,1,1,1,0-50k,6600.0,47.462501525878906,8.579726219177246
1705078226-484,120d xDrive Steptronic M Sport,VS,1950,2020,33170,70000.0,0,0,1,1,50-120k,17500.0,46.235191345214844,7.360204219818115
1705078226-485,118i Edition M Sport,ZH,8001,2019,13995,78300.0,0,0,0,0,50-120k,15660.0,47.37458419799805,8.5441255569458
1705078226-486,530d xDrive 48V Touring Pure M Sport Steptronic,ZH,8157,2022,61900,28500.0,0,0,1,1,0-50k,14250.0,47.48373031616211,8.451621055603027
1705078226-487,i3s (120Ah) Fleet Edition,ZH,8833,2020,26900,41000.0,0,0,0,1,0-50k,10250.0,47.19573974609375,8.694278717041016
1705078226-488,X3 xDrive M40i Steptronic,ZH,8833,2020,52900,39000.0,0,0,1,1,0-50k,9750.0,47.19573974609375,8.694278717041016
1705078226-489,X1 xDrive 25i M Sport Steptronic,VS,1950,2019,40450,43500.0,0,0,1,1,0-50k,8700.0,46.235191345214844,7.360204219818115
1705078226-490,330d xDrive Touring Steptronic,SZ,6410,2015,27900,139980.0,0,0,1,1,120k+,15553.33,47.056461334228516,8.555829048156738
1705078232-491,M340i xDriveTouring Steptronic M Sport,LU,6210,2020,54900,43000.0,0,0,1,1,0-50k,10750.0,47.189144134521484,8.099066734313965
1705078232-492,328i Touring Sport Line Steptronic,LU,6026,2012,11900,140300.0,0,0,0,1,120k+,11691.67,47.125675201416016,8.255141258239746
1705078232-493,330i Touring xDrive Pure M Sport Steptronic,SO,4542,2022,48900,34000.0,0,0,1,1,0-50k,17000.0,47.21758270263672,7.586456775665283
1705078232-494,X5 xDrive 30d Steptronic,ZH,8047,2011,14000,240000.0,0,0,1,1,120k+,18461.54,47.368919372558594,8.489392280578613
1705078232-495,X3 xDrive 35i xLine Steptronic,ZH,8134,2016,28900,75000.0,0,0,1,1,50-120k,9375.0,47.325477600097656,8.52845287322998
1705078232-496,M8 xDrive Steptronic M Competition,TG,9535,2019,99890,56500.0,0,1,1,1,50-120k,11300.0,47.44810485839844,9.037686347961426
1705078232-497,X3 xDrive 30i M Sport Steptronic,GR,7000,2020,51800,52800.0,0,0,1,1,50-120k,13200.0,46.864017486572266,9.535412788391113
1705078232-498,X1 xDrive 20i Steptronic,GR,7000,2020,37800,51000.0,0,0,1,1,50-120k,12750.0,46.864017486572266,9.535412788391113
1705078232-499,iX xDrive50,ZH,8953,2022,78900,13000.0,0,0,1,1,0-50k,6500.0,47.40451431274414,8.402215957641602
1705078232-500,iX xDrive40,ZH,8953,2022,78900,10000.0,0,0,1,1,0-50k,5000.0,47.40451431274414,8.402215957641602
1705078239-501,M2 CS,ZH,8800,2021,77980,40000.0,0,0,0,1,0-50k,13333.33,47.297332763671875,8.556255340576172
1705078239-502,218d xDrive Gran Tourer Steptronic,SO,5012,2020,18900,106000.0,0,0,1,1,50-120k,26500.0,47.384979248046875,8.025575637817383
1705078239-503,X3 xDrive M Steptronic,SG,9501,2021,64890,41650.0,0,0,1,1,0-50k,13883.33,,
1705078239-504,X6 xDrive 35d Steptronic,ZH,8330,2009,13600,229900.0,0,0,1,1,120k+,15326.67,47.366024017333984,8.783287048339844
1705078239-505,X5 xDrive 30d (3.0d) Steptronic,FR,3216,2007,16500,186000.0,0,0,1,1,120k+,10941.18,46.96478271484375,7.174249172210693
1705078239-506,320d AccessPlus Steptronic,ZH,8304,2009,5299,260000.0,0,0,0,1,120k+,17333.33,47.417232513427734,8.589406967163086
1705078239-507,220d xDrive Active Tourer Steptronic M Sport,AG,4665,2021,31900,13200.0,0,0,1,1,0-50k,4400.0,47.31504821777344,7.912245750427246
1705078239-508,320d,NE,2042,2004,2500,328000.0,0,0,0,0,120k+,16400.0,47.0243034362793,6.909820556640625
